
1:Kaffeecone vs. Nestfloh,1,Kaffeecone,Nestfloh,Kaffeecone vs. Nestfloh,3,0,W,6 Moon,11
1:Kaffeecone vs. Oktopaul,1,Kaffeecone,Oktopaul,Kaffeecone vs. Oktopaul,0,2,L,2,1
1:Kaffeecone vs. Parsifani,1,Kaffeecone,Parsifani,Kaffeecone vs. Parsifani,0,2,L,3,2
1:Kaffeecone vs. PokéBazi,1,Kaffeecone,PokéBazi,Kaffeecone vs. PokéBazi,0,1,L,3,9
1:Kaffeecone vs. PokemonFakten,1,Kaffeecone,PokemonFakten,Kaffeecone vs. PokemonFakten,1,0,W,1,9
1:Kaffeecone vs. Present,1,Kaffeecone,Present,Kaffeecone vs. Present,4,0,W,1,5
1:Kaffeecone vs. Raizor,1,Kaffeecone,Raizor,Kaffeecone vs. Raizor,2,0,W,1,11
1:Kaffeecone vs. RegiBang,1,Kaffeecone,RegiBang,Kaffeecone vs. RegiBang,0,3,L,2,10
1:Kaffeecone vs. Scherany,1,Kaffeecone,Scherany,Kaffeecone vs. Scherany,4,0,W,2,11
1:Kaffeecone vs. Shirosan,1,Kaffeecone,Shirosan,Kaffeecone vs. Shirosan,0,4,L,1,6
1:Kaffeecone vs. Silva,1,Kaffeecone,Silva,Kaffeecone vs. Silva,0,2,L,1,1
1:Kaffeecone vs. SteveParker,1,Kaffeecone,SteveParker,Kaffeecone vs. SteveParker,0,6,L,2,8
1:Kaffeecone vs. Stratocopter TV,1,Kaffeecone,Stratocopter TV,Kaffeecone vs. Stratocopter TV,2,0,W,6 Moon,1
1:Kaffeecone vs. SurskitTV,1,Kaffeecone,SurskitTV,Kaffeecone vs. SurskitTV,0,1,L,1,3
1:Kaffeecone vs. Tabasco TV,1,Kaffeecone,Tabasco TV,Kaffeecone vs. Tabasco TV,3,0,W,6 Moon,5
1:Kayze vs. BlackLink,1,Kayze,BlackLink,Kayze vs. BlackLink,2,0,W,3,18
1:Kayze vs. BraveBirdGames,1,Kayze,BraveBirdGames,Kayze vs. BraveBirdGames,4,0,W,3,2
1:Kayze vs. Burakio,1,Kayze,Burakio,Kayze vs. Burakio,0,4,L,3,11
1:Kayze vs. Cabgolord,1,Kayze,Cabgolord,Kayze vs. Cabgolord,0,4,L,3,3
1:Kayze vs. DiaSwordPlay,1,Kayze,DiaSwordPlay,Kayze vs. DiaSwordPlay,2,0,W,3,6
1:Kayze vs. Enteitainment,1,Kayze,Enteitainment,Kayze vs. Enteitainment,0,4,L,3,4
1:Kayze vs. KiluaSan,1,Kayze,KiluaSan,Kayze vs. KiluaSan,3,0,W,3,10
1:Kayze vs. Leinux,1,Kayze,Leinux,Kayze vs. Leinux,3,0,W,3,13
1:Kayze vs. Light Gaming,1,Kayze,Light Gaming,Kayze vs. Light Gaming,0,1,L,3,8
1:Kayze vs. MeLevies,1,Kayze,MeLevies,Kayze vs. MeLevies,0,1,L,3,7
1:Kayze vs. NeverusedShiro,1,Kayze,NeverusedShiro,Kayze vs. NeverusedShiro,3,0,W,3,9
1:Kayze vs. PokeBree,1,Kayze,PokeBree,Kayze vs. PokeBree,0,1,L,3,12
1:Kayze vs. Scarlet,1,Kayze,Scarlet,Kayze vs. Scarlet,1,0,W,3,17
1:Kayze vs. Shizumania,1,Kayze,Shizumania,Kayze vs. Shizumania,0,1,L,3,5
1:Kayze vs. TheMiiFii,1,Kayze,TheMiiFii,Kayze vs. TheMiiFii,1,0,W,3,1
1:KiluaSan vs. BraveBirdGames,1,KiluaSan,BraveBirdGames,KiluaSan vs. BraveBirdGames,1,0,W,3,6
1:KiluaSan vs. Cabgolord,1,KiluaSan,Cabgolord,KiluaSan vs. Cabgolord,0,1,L,3,13
1:KiluaSan vs. DiaSwordPlay,1,KiluaSan,DiaSwordPlay,KiluaSan vs. DiaSwordPlay,2,0,W,3,8
1:KiluaSan vs. Enteitainment,1,KiluaSan,Enteitainment,KiluaSan vs. Enteitainment,0,3,L,3,7
1:KiluaSan vs. Kayze,1,KiluaSan,Kayze,KiluaSan vs. Kayze,0,3,L,3,10
1:KiluaSan vs. Leinux,1,KiluaSan,Leinux,KiluaSan vs. Leinux,0,4,L,3,5
1:KiluaSan vs. Light Gaming,1,KiluaSan,Light Gaming,KiluaSan vs. Light Gaming,0,3,L,3,9
1:KiluaSan vs. MeLevies,1,KiluaSan,MeLevies,KiluaSan vs. MeLevies,3,0,W,3,2
1:KiluaSan vs. NeverusedShiro,1,KiluaSan,NeverusedShiro,KiluaSan vs. NeverusedShiro,0,4,L,3,3
1:KiluaSan vs. PokeBree,1,KiluaSan,PokeBree,KiluaSan vs. PokeBree,3,0,W,3,11
1:KiluaSan vs. Shizumania,1,KiluaSan,Shizumania,KiluaSan vs. Shizumania,4,0,W,3,1
1:KiluaSan vs. TheMiiFii,1,KiluaSan,TheMiiFii,KiluaSan vs. TheMiiFii,1,0,W,3,12
1:KiluaSan vs. WolvX,1,KiluaSan,WolvX,KiluaSan vs. WolvX,4,0,W,3,4
1:King Blex vs. Barry D. Sin of Speed,1,King Blex,Barry D. Sin of Speed,King Blex vs. Barry D. Sin of Speed,3,0,W,8 L2,3
1:King Blex vs. BelmontGabriel,1,King Blex,BelmontGabriel,King Blex vs. BelmontGabriel,0,3,L,9 Singles,7
1:King Blex vs. BlackLink,1,King Blex,BlackLink,King Blex vs. BlackLink,4,0,W,8 L2,2
1:King Blex vs. Blocki,1,King Blex,Blocki,King Blex vs. Blocki,0,4,L,8 L2,6
1:King Blex vs. Dauni Daunstar,1,King Blex,Dauni Daunstar,King Blex vs. Dauni Daunstar,0,2,L,9 Singles,6
1:King Blex vs. El Scizor,1,King Blex,El Scizor,King Blex vs. El Scizor,0,6,L,9 Singles,14
1:King Blex vs. Maxi von Vogel,1,King Blex,Maxi von Vogel,King Blex vs. Maxi von Vogel,6,0,W,8 L2,1
1:King Blex vs. OG DNZ,1,King Blex,OG DNZ,King Blex vs. OG DNZ,0,1,L,8 L2,5
1:King Blex vs. Pokgalaxy,1,King Blex,Pokgalaxy,King Blex vs. Pokgalaxy,3,0,W,8 L2,4
1:King Blex vs. Present,1,King Blex,Present,King Blex vs. Present,0,2,L,9 Singles,5
1:King Blex vs. Raizor,1,King Blex,Raizor,King Blex vs. Raizor,3,0,W,8 L2,7
1:Kuchenjaeger vs. Cabgolord,1,Kuchenjaeger,Cabgolord,Kuchenjaeger vs. Cabgolord,6,0,W,2,13
1:Kuchenjaeger vs. DaumenKinoLP,1,Kuchenjaeger,DaumenKinoLP,Kuchenjaeger vs. DaumenKinoLP,1,0,W,2,2
1:Kuchenjaeger vs. DirtyD64,1,Kuchenjaeger,DirtyD64,Kuchenjaeger vs. DirtyD64,0,1,L,2,6
1:Kuchenjaeger vs. FanmadeLetsPlay,1,Kuchenjaeger,FanmadeLetsPlay,Kuchenjaeger vs. FanmadeLetsPlay,0,4,L,2,10
1:Kuchenjaeger vs. Kaffeecone,1,Kuchenjaeger,Kaffeecone,Kuchenjaeger vs. Kaffeecone,0,1,L,2,7
1:Kuchenjaeger vs. Oktopaul,1,Kuchenjaeger,Oktopaul,Kuchenjaeger vs. Oktopaul,3,0,W,2,11
1:Kuchenjaeger vs. Present,1,Kuchenjaeger,Present,Kuchenjaeger vs. Present,2,0,W,2,3
1:Kuchenjaeger vs. Raizor,1,Kuchenjaeger,Raizor,Kuchenjaeger vs. Raizor,0,4,L,2,9
1:Kuchenjaeger vs. RegiBang,1,Kuchenjaeger,RegiBang,Kuchenjaeger vs. RegiBang,0,5,L,2,4
1:Kuchenjaeger vs. Scherany,1,Kuchenjaeger,Scherany,Kuchenjaeger vs. Scherany,2,0,W,2,8
1:Kuchenjaeger vs. Shirosan,1,Kuchenjaeger,Shirosan,Kuchenjaeger vs. Shirosan,0,3,L,2,12
1:Kuchenjaeger vs. SteveParker,1,Kuchenjaeger,SteveParker,Kuchenjaeger vs. SteveParker,0,5,L,2,5
1:Kuchenjaeger vs. SurskitTV,1,Kuchenjaeger,SurskitTV,Kuchenjaeger vs. SurskitTV,0,4,L,2,1
1:Lauris vs. Asalakoren,1,Lauris,Asalakoren,Lauris vs. Asalakoren,3,0,W,6 Sun,6
1:Lauris vs. Barry D. Sin of Speed,1,Lauris,Barry D. Sin of Speed,Lauris vs. Barry D. Sin of Speed,3,0,W,5 L1,13
1:Lauris vs. Bene,1,Lauris,Bene,Lauris vs. Bene,0,5,L,3,26
1:Lauris vs. BlackLink,1,Lauris,BlackLink,Lauris vs. BlackLink,0,1,L,6 Sun,9
1:Lauris vs. Cabgolord,1,Lauris,Cabgolord,Lauris vs. Cabgolord,0,2,L,4,7
1:Lauris vs. CaptainCrinch,1,Lauris,CaptainCrinch,Lauris vs. CaptainCrinch,2,0,W,3,23
1:Lauris vs. CrowdController,1,Lauris,CrowdController,Lauris vs. CrowdController,3,0,W,4,14
1:Lauris vs. ElektechN9ne,1,Lauris,ElektechN9ne,Lauris vs. ElektechN9ne,0,5,L,6 PO,Vorrunde
1:Lauris vs. FanmadeLetsPlay,1,Lauris,FanmadeLetsPlay,Lauris vs. FanmadeLetsPlay,4,0,W,3,20
1:Lauris vs. Glebber,1,Lauris,Glebber,Lauris vs. Glebber,6,0,W,5 L1,7
1:Lauris vs. Hydronic,1,Lauris,Hydronic,Lauris vs. Hydronic,4,0,W,6 Sun,8
1:Lauris vs. Kaffeecone,1,Lauris,Kaffeecone,Lauris vs. Kaffeecone,0,2,L,3,25
1:Lauris vs. Maxi von Vogel,1,Lauris,Maxi von Vogel,Lauris vs. Maxi von Vogel,3,0,W,6 Sun,4
1:Lauris vs. MeLevies,1,Lauris,MeLevies,Lauris vs. MeLevies,3,0,W,4,15
1:Lauris vs. Minetube,1,Lauris,Minetube,Lauris vs. Minetube,4,0,W,3,19
1:Lauris vs. Oktopaul,1,Lauris,Oktopaul,Lauris vs. Oktopaul,2,0,W,3,15
1:Lauris vs. Parsifani,1,Lauris,Parsifani,Lauris vs. Parsifani,2,0,W,3,22
1:Lauris vs. PokéBazi,1,Lauris,PokéBazi,Lauris vs. PokéBazi,0,5,L,3,16
1:Lauris vs. Present,1,Lauris,Present,Lauris vs. Present,2,0,W,3,14
1:Lauris vs. Professor N,1,Lauris,Professor N,Lauris vs. Professor N,5,0,W,5 L1,5
1:Lauris vs. Raizor,1,Lauris,Raizor,Lauris vs. Raizor,1,0,W,3,21
1:Lauris vs. RegiBang,1,Lauris,RegiBang,Lauris vs. RegiBang,4,0,W,3,24
1:Lauris vs. Scoutley,1,Lauris,Scoutley,Lauris vs. Scoutley,5,0,W,6 Sun,7
1:Lauris vs. Shirosan,1,Lauris,Shirosan,Lauris vs. Shirosan,0,1,L,3,18
1:Lauris vs. SurskitTV,1,Lauris,SurskitTV,Lauris vs. SurskitTV,2,0,W,3,17
1:Leinux vs. Asalakoren,1,Leinux,Asalakoren,Leinux vs. Asalakoren,0,6,L,4,9
1:Leinux vs. BlackLink,1,Leinux,BlackLink,Leinux vs. BlackLink,2,0,W,3,22
1:Leinux vs. BraveBirdGames,1,Leinux,BraveBirdGames,Leinux vs. BraveBirdGames,2,0,W,3,1
1:Leinux vs. Burakio,1,Leinux,Burakio,Leinux vs. Burakio,0,2,L,3,12
1:Leinux vs. Cabgolord,1,Leinux,Cabgolord,Leinux vs. Cabgolord,0,3,L,3,8
1:Leinux vs. CrowdController,1,Leinux,CrowdController,Leinux vs. CrowdController,5,0,W,3,24
1:Leinux vs. DiaSwordPlay,1,Leinux,DiaSwordPlay,Leinux vs. DiaSwordPlay,3,0,W,3,3
1:Leinux vs. Dragon of Doom,1,Leinux,Dragon of Doom,Leinux vs. Dragon of Doom,3,0,W,4,7
1:Leinux vs. Enteitainment,1,Leinux,Enteitainment,Leinux vs. Enteitainment,0,2,L,3,2
1:Leinux vs. Glebber,1,Leinux,Glebber,Leinux vs. Glebber,0,5,L,4,13
1:Leinux vs. ImpelDownTV,1,Leinux,ImpelDownTV,Leinux vs. ImpelDownTV,0,2,L,4,6
1:Leinux vs. Kayze,1,Leinux,Kayze,Leinux vs. Kayze,0,3,L,3,13
1:Leinux vs. KiluaSan,1,Leinux,KiluaSan,Leinux vs. KiluaSan,4,0,W,3,5
1:Leinux vs. Light Gaming,1,Leinux,Light Gaming,Leinux vs. Light Gaming,0,3,L,3,4
1:Leinux vs. MeLevies,1,Leinux,MeLevies,Leinux vs. MeLevies,0,1,L,3,10
1:Leinux vs. PokeBree,1,Leinux,PokeBree,Leinux vs. PokeBree,6,0,W,3,6
1:Leinux vs. PokéKnight,1,Leinux,PokéKnight,Leinux vs. PokéKnight,0,4,L,3,26
1:Leinux vs. Professor N,1,Leinux,Professor N,Leinux vs. Professor N,0,3,L,4,15
1:Leinux vs. Pyromanix,1,Leinux,Pyromanix,Leinux vs. Pyromanix,0,2,L,3,18
1:Leinux vs. Scarlet,1,Leinux,Scarlet,Leinux vs. Scarlet,1,0,W,3,15
1:Leinux vs. Scoutley,1,Leinux,Scoutley,Leinux vs. Scoutley,3,0,W,4,21
1:Leinux vs. Shizumania,1,Leinux,Shizumania,Leinux vs. Shizumania,1,0,W,3,9
1:Leinux vs. Suishomaru,1,Leinux,Suishomaru,Leinux vs. Suishomaru,0,2,L,4,12
1:Leinux vs. Tabasco TV,1,Leinux,Tabasco TV,Leinux vs. Tabasco TV,0,3,L,4,8
1:Leinux vs. TheMiiFii,1,Leinux,TheMiiFii,Leinux vs. TheMiiFii,0,3,L,3,7
1:Light Gaming vs. BlackLink,1,Light Gaming,BlackLink,Light Gaming vs. BlackLink,2,0,W,3,26
1:Light Gaming vs. BraveBirdGames,1,Light Gaming,BraveBirdGames,Light Gaming vs. BraveBirdGames,0,2,L,3,5
1:Light Gaming vs. Burakio,1,Light Gaming,Burakio,Light Gaming vs. Burakio,0,2,L,3,16
1:Light Gaming vs. Cabgolord,1,Light Gaming,Cabgolord,Light Gaming vs. Cabgolord,0,2,L,3,12
1:Light Gaming vs. CrowdController,1,Light Gaming,CrowdController,Light Gaming vs. CrowdController,3,0,W,3,15
1:Light Gaming vs. DiaSwordPlay,1,Light Gaming,DiaSwordPlay,Light Gaming vs. DiaSwordPlay,1,0,W,3,7
1:Light Gaming vs. Enteitainment,1,Light Gaming,Enteitainment,Light Gaming vs. Enteitainment,4,0,W,3,6
1:Light Gaming vs. Kayze,1,Light Gaming,Kayze,Light Gaming vs. Kayze,1,0,W,3,8
1:Light Gaming vs. KiluaSan,1,Light Gaming,KiluaSan,Light Gaming vs. KiluaSan,3,0,W,3,9
1:Light Gaming vs. Leinux,1,Light Gaming,Leinux,Light Gaming vs. Leinux,3,0,W,3,4
1:Light Gaming vs. MeLevies,1,Light Gaming,MeLevies,Light Gaming vs. MeLevies,2,0,W,3,1
1:Light Gaming vs. NeverusedShiro,1,Light Gaming,NeverusedShiro,Light Gaming vs. NeverusedShiro,0,3,L,3,2
1:Light Gaming vs. PokeBree,1,Light Gaming,PokeBree,Light Gaming vs. PokeBree,4,0,W,3,10
1:Light Gaming vs. Pyromanix,1,Light Gaming,Pyromanix,Light Gaming vs. Pyromanix,3,0,W,3,22
1:Light Gaming vs. Scarlet,1,Light Gaming,Scarlet,Light Gaming vs. Scarlet,3,0,W,3,19
1:Light Gaming vs. Shizumania,1,Light Gaming,Shizumania,Light Gaming vs. Shizumania,0,6,L,3,13
1:Light Gaming vs. TheMiiFii,1,Light Gaming,TheMiiFii,Light Gaming vs. TheMiiFii,5,0,W,3,11
1:Light Gaming vs. WolvX,1,Light Gaming,WolvX,Light Gaming vs. WolvX,5,0,W,3,3
1:LucarioLP vs. CaptainCrinch,1,LucarioLP,CaptainCrinch,LucarioLP vs. CaptainCrinch,1,0,W,3,4
1:LucarioLP vs. FanmadeLetsPlay,1,LucarioLP,FanmadeLetsPlay,LucarioLP vs. FanmadeLetsPlay,0,2,L,3,1
1:LucarioLP vs. Kaffeecone,1,LucarioLP,Kaffeecone,LucarioLP vs. Kaffeecone,4,0,W,3,6
1:LucarioLP vs. Minetube,1,LucarioLP,Minetube,LucarioLP vs. Minetube,0,2,L,3,7
1:LucarioLP vs. Oktopaul,1,LucarioLP,Oktopaul,LucarioLP vs. Oktopaul,0,1,L,3,9
1:LucarioLP vs. Parsifani,1,LucarioLP,Parsifani,LucarioLP vs. Parsifani,2,0,W,3,3
1:LucarioLP vs. PokéBazi,1,LucarioLP,PokéBazi,LucarioLP vs. PokéBazi,0,2,L,3,10
1:LucarioLP vs. Present,1,LucarioLP,Present,LucarioLP vs. Present,0,2,L,3,8
1:LucarioLP vs. Raizor,1,LucarioLP,Raizor,LucarioLP vs. Raizor,0,1,L,3,2
1:LucarioLP vs. RegiBang,1,LucarioLP,RegiBang,LucarioLP vs. RegiBang,0,2,L,3,5
1:Maxi von Vogel vs. Asalakoren,1,Maxi von Vogel,Asalakoren,Maxi von Vogel vs. Asalakoren,4,0,W,6 Sun,9
1:Maxi von Vogel vs. Barry D. Sin of Speed,1,Maxi von Vogel,Barry D. Sin of Speed,Maxi von Vogel vs. Barry D. Sin of Speed,0,4,L,6 Sun,5
1:Maxi von Vogel vs. BelmontGabriel,1,Maxi von Vogel,BelmontGabriel,Maxi von Vogel vs. BelmontGabriel,0,4,L,9 Singles,1
1:Maxi von Vogel vs. BlackLink,1,Maxi von Vogel,BlackLink,Maxi von Vogel vs. BlackLink,2,0,W,6 Sun,1
1:Maxi von Vogel vs. Blocki,1,Maxi von Vogel,Blocki,Maxi von Vogel vs. Blocki,0,1,L,8 L2,4
1:Maxi von Vogel vs. Dauni Daunstar,1,Maxi von Vogel,Dauni Daunstar,Maxi von Vogel vs. Dauni Daunstar,1,0,W,9 Singles,11
1:Maxi von Vogel vs. El Scizor,1,Maxi von Vogel,El Scizor,Maxi von Vogel vs. El Scizor,0,4,L,9 Singles,8
1:Maxi von Vogel vs. Hydronic,1,Maxi von Vogel,Hydronic,Maxi von Vogel vs. Hydronic,5,0,W,6 Sun,11
1:Maxi von Vogel vs. King Blex,1,Maxi von Vogel,King Blex,Maxi von Vogel vs. King Blex,0,6,L,8 L2,1
1:Maxi von Vogel vs. Lauris,1,Maxi von Vogel,Lauris,Maxi von Vogel vs. Lauris,0,3,L,6 Sun,4
1:Maxi von Vogel vs. Minetube,1,Maxi von Vogel,Minetube,Maxi von Vogel vs. Minetube,1,0,W,6 Sun,8
1:Maxi von Vogel vs. OG DNZ,1,Maxi von Vogel,OG DNZ,Maxi von Vogel vs. OG DNZ,1,0,W,8 L2,3
1:Maxi von Vogel vs. Parsifani,1,Maxi von Vogel,Parsifani,Maxi von Vogel vs. Parsifani,5,0,W,6 Sun,7
1:Maxi von Vogel vs. PokéBazi,1,Maxi von Vogel,PokéBazi,Maxi von Vogel vs. PokéBazi,3,0,W,6 Sun,3
1:Maxi von Vogel vs. Pokgalaxy,1,Maxi von Vogel,Pokgalaxy,Maxi von Vogel vs. Pokgalaxy,0,2,L,8 L2,2
1:Maxi von Vogel vs. Present,1,Maxi von Vogel,Present,Maxi von Vogel vs. Present,0,1,L,6 Sun,6
1:Maxi von Vogel vs. Raizor,1,Maxi von Vogel,Raizor,Maxi von Vogel vs. Raizor,3,0,W,6 Sun,2
1:Maxi von Vogel vs. Scoutley,1,Maxi von Vogel,Scoutley,Maxi von Vogel vs. Scoutley,3,0,W,6 Sun,10
1:Maxi von Vogel vs. Tabasco TV,1,Maxi von Vogel,Tabasco TV,Maxi von Vogel vs. Tabasco TV,0,6,L,6 PO,Vorrunde
1:MeLevies vs. Barry D. Sin of Speed,1,MeLevies,Barry D. Sin of Speed,MeLevies vs. Barry D. Sin of Speed,1,0,W,5 L1,9
1:MeLevies vs. Bene,1,MeLevies,Bene,MeLevies vs. Bene,0,3,L,4,7
1:MeLevies vs. BlackLink,1,MeLevies,BlackLink,MeLevies vs. BlackLink,1,0,W,3,19
1:MeLevies vs. BraveBirdGames,1,MeLevies,BraveBirdGames,MeLevies vs. BraveBirdGames,4,0,W,3,11
1:MeLevies vs. Burakio,1,MeLevies,Burakio,MeLevies vs. Burakio,5,0,W,3,9
1:MeLevies vs. Cabgolord,1,MeLevies,Cabgolord,MeLevies vs. Cabgolord,0,5,L,3,5
1:MeLevies vs. CaptainCrinch,1,MeLevies,CaptainCrinch,MeLevies vs. CaptainCrinch,3,0,W,4,13
1:MeLevies vs. CrowdController,1,MeLevies,CrowdController,MeLevies vs. CrowdController,0,4,L,3,21
1:MeLevies vs. DiaSwordPlay,1,MeLevies,DiaSwordPlay,MeLevies vs. DiaSwordPlay,3,0,W,3,13
1:MeLevies vs. Enteitainment,1,MeLevies,Enteitainment,MeLevies vs. Enteitainment,0,4,L,3,12
1:MeLevies vs. Glebber,1,MeLevies,Glebber,MeLevies vs. Glebber,0,4,L,5 L1,3
1:MeLevies vs. Kaffeecone,1,MeLevies,Kaffeecone,MeLevies vs. Kaffeecone,4,0,W,4,6
1:MeLevies vs. Kayze,1,MeLevies,Kayze,MeLevies vs. Kayze,1,0,W,3,7
1:MeLevies vs. KiluaSan,1,MeLevies,KiluaSan,MeLevies vs. KiluaSan,0,3,L,3,2
1:MeLevies vs. Lauris,1,MeLevies,Lauris,MeLevies vs. Lauris,1,0,W,4,4
1:MeLevies vs. Leinux,1,MeLevies,Leinux,MeLevies vs. Leinux,1,0,W,3,10
1:MeLevies vs. Light Gaming,1,MeLevies,Light Gaming,MeLevies vs. Light Gaming,0,2,L,3,1
1:MeLevies vs. Minetube,1,MeLevies,Minetube,MeLevies vs. Minetube,0,1,L,4,14
1:MeLevies vs. NeverusedShiro,1,MeLevies,NeverusedShiro,MeLevies vs. NeverusedShiro,0,4,L,3,8
1:MeLevies vs. Parsifani,1,MeLevies,Parsifani,MeLevies vs. Parsifani,0,3,L,5 L1,7
1:MeLevies vs. PokéBazi,1,MeLevies,PokéBazi,MeLevies vs. PokéBazi,0,1,L,4,22
1:MeLevies vs. PokeBree,1,MeLevies,PokeBree,MeLevies vs. PokeBree,0,1,L,3,3
1:MeLevies vs. Present,1,MeLevies,Present,MeLevies vs. Present,0,5,L,4,20
1:MeLevies vs. Professor N,1,MeLevies,Professor N,MeLevies vs. Professor N,0,6,L,3,26
1:MeLevies vs. Pyromanix,1,MeLevies,Pyromanix,MeLevies vs. Pyromanix,5,0,W,3,15
1:MeLevies vs. Raizor,1,MeLevies,Raizor,MeLevies vs. Raizor,0,5,L,5 L1,11
1:MeLevies vs. RegiBang,1,MeLevies,RegiBang,MeLevies vs. RegiBang,3,0,W,4,21
1:MeLevies vs. Scarlet,1,MeLevies,Scarlet,MeLevies vs. Scarlet,5,0,W,3,25
1:MeLevies vs. Shizumania,1,MeLevies,Shizumania,MeLevies vs. Shizumania,0,3,L,3,6
1:MeLevies vs. SurskitTV,1,MeLevies,SurskitTV,MeLevies vs. SurskitTV,0,3,L,4,5
1:MeLevies vs. TheMiiFii,1,MeLevies,TheMiiFii,MeLevies vs. TheMiiFii,3,0,W,3,4
1:Minetube vs. Asalakoren,1,Minetube,Asalakoren,Minetube vs. Asalakoren,1,0,W,6 Sun,10
1:Minetube vs. Barry D. Sin of Speed,1,Minetube,Barry D. Sin of Speed,Minetube vs. Barry D. Sin of Speed,1,0,W,5 L1,10
1:Minetube vs. Bene,1,Minetube,Bene,Minetube vs. Bene,4,0,W,3,20
1:Minetube vs. BlackLink,1,Minetube,BlackLink,Minetube vs. BlackLink,1,0,W,6 Sun,2
1:Minetube vs. Cabgolord,1,Minetube,Cabgolord,Minetube vs. Cabgolord,4,0,W,4,6
1:Minetube vs. CaptainCrinch,1,Minetube,CaptainCrinch,Minetube vs. CaptainCrinch,3,0,W,3,1
1:Minetube vs. CrowdController,1,Minetube,CrowdController,Minetube vs. CrowdController,0,5,L,4,13
1:Minetube vs. DaumenKinoLP,1,Minetube,DaumenKinoLP,Minetube vs. DaumenKinoLP,3,0,W,3,6
1:Minetube vs. ElektechN9ne,1,Minetube,ElektechN9ne,Minetube vs. ElektechN9ne,0,2,L,9 Doubles,2
1:Minetube vs. FanmadeLetsPlay,1,Minetube,FanmadeLetsPlay,Minetube vs. FanmadeLetsPlay,0,4,L,3,8
1:Minetube vs. Glebber,1,Minetube,Glebber,Minetube vs. Glebber,0,2,L,5 L1,15
1:Minetube vs. Hydronic,1,Minetube,Hydronic,Minetube vs. Hydronic,3,0,W,6 Sun,1
1:Minetube vs. Kaffeecone,1,Minetube,Kaffeecone,Minetube vs. Kaffeecone,2,0,W,3,5
1:Minetube vs. Lauris,1,Minetube,Lauris,Minetube vs. Lauris,0,4,L,3,19
1:Minetube vs. LucarioLP,1,Minetube,LucarioLP,Minetube vs. LucarioLP,2,0,W,3,7
1:Minetube vs. Maxi von Vogel,1,Minetube,Maxi von Vogel,Minetube vs. Maxi von Vogel,0,1,L,6 Sun,8
1:Minetube vs. MeLevies,1,Minetube,MeLevies,Minetube vs. MeLevies,0,2,L,4,3
1:Minetube vs. Nestfloh,1,Minetube,Nestfloh,Minetube vs. Nestfloh,0,3,L,9 Doubles,6
1:Minetube vs. OG DNZ,1,Minetube,OG DNZ,Minetube vs. OG DNZ,4,0,W,9 Doubles,8
1:Minetube vs. Oktopaul,1,Minetube,Oktopaul,Minetube vs. Oktopaul,0,2,L,3,24
1:Minetube vs. Parsifani,1,Minetube,Parsifani,Minetube vs. Parsifani,5,0,W,3,12
1:Minetube vs. PokéBazi,1,Minetube,PokéBazi,Minetube vs. PokéBazi,3,0,W,3,13
1:Minetube vs. Pokgalaxy,1,Minetube,Pokgalaxy,Minetube vs. Pokgalaxy,0,4,L,9 Doubles,12
1:Minetube vs. Present,1,Minetube,Present,Minetube vs. Present,0,1,L,3,9
1:Minetube vs. Professor N,1,Minetube,Professor N,Minetube vs. Professor N,0,3,L,5 L1,13
1:Minetube vs. Raikani,1,Minetube,Raikani,Minetube vs. Raikani,4,0,W,3,4
1:Minetube vs. Raizor,1,Minetube,Raizor,Minetube vs. Raizor,1,0,W,3,10
1:Minetube vs. RegiBang,1,Minetube,RegiBang,Minetube vs. RegiBang,0,2,L,3,3
1:Minetube vs. Scoutley,1,Minetube,Scoutley,Minetube vs. Scoutley,1,0,W,6 Sun,11
1:Minetube vs. Shirosan,1,Minetube,Shirosan,Minetube vs. Shirosan,0,3,L,3,17
1:Minetube vs. SurskitTV,1,Minetube,SurskitTV,Minetube vs. SurskitTV,3,0,W,3,2
1:Morbolith vs. Cabgolord,1,Morbolith,Cabgolord,Morbolith vs. Cabgolord,5,0,W,1,4
1:Morbolith vs. DaumenKinoLP,1,Morbolith,DaumenKinoLP,Morbolith vs. DaumenKinoLP,0,3,L,1,9
1:Morbolith vs. DiaSwordPlay,1,Morbolith,DiaSwordPlay,Morbolith vs. DiaSwordPlay,2,0,W,1,3
1:Morbolith vs. DirtyD64,1,Morbolith,DirtyD64,Morbolith vs. DirtyD64,4,0,W,1,11
1:Morbolith vs. FanmadeLetsPlay,1,Morbolith,FanmadeLetsPlay,Morbolith vs. FanmadeLetsPlay,0,6,L,1,16
1:Morbolith vs. Kaffeecone,1,Morbolith,Kaffeecone,Morbolith vs. Kaffeecone,0,3,L,1,10
1:Morbolith vs. PokemonFakten,1,Morbolith,PokemonFakten,Morbolith vs. PokemonFakten,3,0,W,1,5
1:Morbolith vs. Present,1,Morbolith,Present,Morbolith vs. Present,0,4,L,1,1
1:Morbolith vs. Raizor,1,Morbolith,Raizor,Morbolith vs. Raizor,0,3,L,1,7
1:Morbolith vs. Shirosan,1,Morbolith,Shirosan,Morbolith vs. Shirosan,0,1,L,1,2
1:Morbolith vs. Silva,1,Morbolith,Silva,Morbolith vs. Silva,0,6,L,1,8
1:Morbolith vs. SurskitTV,1,Morbolith,SurskitTV,Morbolith vs. SurskitTV,0,3,L,1,6
