claim_id,season_id,table_name,claim_type,claim_subject,claim_field,claim_value,evidence_status,confidence,source_urls,notes
claim_pokemon_killlists_675_trainer_e4187e93d4,season_004,pokemon_killlists,pokemon_killlist,Quappo / Bene,trainer,Bene,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s4/Ritter der Tapukokosnuss - FullLifeGames.png,
claim_pokemon_killlists_675_team_name_884f31d036,season_004,pokemon_killlists,pokemon_killlist,Quappo / Bene,team_name,Ritter der Tapukokosnuss,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s4/Ritter der Tapukokosnuss - FullLifeGames.png,
claim_pokemon_killlists_675_kills_0b0834239f,season_004,pokemon_killlists,pokemon_killlist,Quappo / Bene,kills,1,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s4/Ritter der Tapukokosnuss - FullLifeGames.png,
claim_pokemon_killlists_676_trainer_906ce16fe4,season_004,pokemon_killlists,pokemon_killlist,Bene,trainer,Bene,not_available,,https://docs.google.com/spreadsheets/d/16OVT2YZN7gtsckJEMPSdMETsCiXuCs0HTSFl5xQGdwg/edit#gid=0,not_available
claim_pokemon_killlists_676_team_name_500acf7880,season_004,pokemon_killlists,pokemon_killlist,Bene,team_name,Ritter der Tapukokosnuss,not_available,,https://docs.google.com/spreadsheets/d/16OVT2YZN7gtsckJEMPSdMETsCiXuCs0HTSFl5xQGdwg/edit#gid=0,not_available
claim_pokemon_killlists_677_pokemon_8599029e6b,season_005,pokemon_killlists,pokemon_killlist,Snibunna / Bene,pokemon,Snibunna,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/Victini Bottom.png,
claim_pokemon_killlists_677_trainer_22d3d08d4c,season_005,pokemon_killlists,pokemon_killlist,Snibunna / Bene,trainer,Bene,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/Victini Bottom.png,
claim_pokemon_killlists_677_team_name_f923147888,season_005,pokemon_killlists,pokemon_killlist,Snibunna / Bene,team_name,Victini Bottom,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/Victini Bottom.png,
claim_pokemon_killlists_677_kills_899262bf1f,season_005,pokemon_killlists,pokemon_killlist,Snibunna / Bene,kills,24,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/Victini Bottom.png,
claim_pokemon_killlists_678_pokemon_9741ebb674,season_005,pokemon_killlists,pokemon_killlist,Stalobor / Minetube,pokemon,Stalobor,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/Triyolotree.png,
claim_pokemon_killlists_678_trainer_dd54148fa6,season_005,pokemon_killlists,pokemon_killlist,Stalobor / Minetube,trainer,Minetube,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/Triyolotree.png,
claim_pokemon_killlists_678_team_name_368a4f3e45,season_005,pokemon_killlists,pokemon_killlist,Stalobor / Minetube,team_name,Triyolotree,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/Triyolotree.png,
claim_pokemon_killlists_678_kills_5ad210b2c6,season_005,pokemon_killlists,pokemon_killlist,Stalobor / Minetube,kills,12,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/Triyolotree.png,
claim_pokemon_killlists_679_pokemon_3481b3361f,season_005,pokemon_killlists,pokemon_killlist,Demeteros-T / CaptainCrinch,pokemon,Demeteros-T,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/Crinchilla.png,
claim_pokemon_killlists_679_trainer_ddac5c9d59,season_005,pokemon_killlists,pokemon_killlist,Demeteros-T / CaptainCrinch,trainer,CaptainCrinch,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/Crinchilla.png,
claim_pokemon_killlists_679_team_name_4d30a9667f,season_005,pokemon_killlists,pokemon_killlist,Demeteros-T / CaptainCrinch,team_name,Crinchilla,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/Crinchilla.png,
claim_pokemon_killlists_679_kills_e4809848ee,season_005,pokemon_killlists,pokemon_killlist,Demeteros-T / CaptainCrinch,kills,12,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/Crinchilla.png,
claim_pokemon_killlists_680_pokemon_1196e892f6,season_005,pokemon_killlists,pokemon_killlist,Quajutsu / Barry D. Sin of Speed,pokemon,Quajutsu,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/Marvelous Speedsters.png,
claim_pokemon_killlists_680_trainer_a489bdf30c,season_005,pokemon_killlists,pokemon_killlist,Quajutsu / Barry D. Sin of Speed,trainer,Barry D. Sin of Speed,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/Marvelous Speedsters.png,
claim_pokemon_killlists_680_team_name_41be37018b,season_005,pokemon_killlists,pokemon_killlist,Quajutsu / Barry D. Sin of Speed,team_name,Marvelous Speedsters,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/Marvelous Speedsters.png,
claim_pokemon_killlists_680_kills_504866777f,season_005,pokemon_killlists,pokemon_killlist,Quajutsu / Barry D. Sin of Speed,kills,26,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/Marvelous Speedsters.png,
claim_pokemon_killlists_681_pokemon_ecf8471373,season_005,pokemon_killlists,pokemon_killlist,Nidoking / Barry D. Sin of Speed,pokemon,Nidoking,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/Marvelous Speedsters.png,
claim_pokemon_killlists_681_trainer_df878a3747,season_005,pokemon_killlists,pokemon_killlist,Nidoking / Barry D. Sin of Speed,trainer,Barry D. Sin of Speed,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/Marvelous Speedsters.png,
claim_pokemon_killlists_681_team_name_537a3237dc,season_005,pokemon_killlists,pokemon_killlist,Nidoking / Barry D. Sin of Speed,team_name,Marvelous Speedsters,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/Marvelous Speedsters.png,
claim_pokemon_killlists_681_kills_c36e5cfa98,season_005,pokemon_killlists,pokemon_killlist,Nidoking / Barry D. Sin of Speed,kills,2,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/Marvelous Speedsters.png,
claim_pokemon_killlists_682_pokemon_894f1d33c0,season_005,pokemon_killlists,pokemon_killlist,Azumarill / Professor N,pokemon,Azumarill,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/Howling Commandos.png,
claim_pokemon_killlists_682_trainer_8f42034302,season_005,pokemon_killlists,pokemon_killlist,Azumarill / Professor N,trainer,Professor N,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/Howling Commandos.png,
claim_pokemon_killlists_682_team_name_b46ed5e368,season_005,pokemon_killlists,pokemon_killlist,Azumarill / Professor N,team_name,Howling Commandos,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/Howling Commandos.png,
claim_pokemon_killlists_682_kills_13bd5861d1,season_005,pokemon_killlists,pokemon_killlist,Azumarill / Professor N,kills,16,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/Howling Commandos.png,
claim_pokemon_killlists_683_pokemon_5a8c210e4d,season_005,pokemon_killlists,pokemon_killlist,Entei / PresentLP,pokemon,Entei,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/Prekani.png,
claim_pokemon_killlists_683_trainer_cbbdc10116,season_005,pokemon_killlists,pokemon_killlist,Entei / PresentLP,trainer,PresentLP,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/Prekani.png,
claim_pokemon_killlists_683_team_name_35d0192dc3,season_005,pokemon_killlists,pokemon_killlist,Entei / PresentLP,team_name,Prekani,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/Prekani.png,
claim_pokemon_killlists_683_kills_80de1a0cd4,season_005,pokemon_killlists,pokemon_killlist,Entei / PresentLP,kills,6,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/Prekani.png,
claim_pokemon_killlists_684_pokemon_d2db5b2e0b,season_005,pokemon_killlists,pokemon_killlist,Boreos-T / Professor N,pokemon,Boreos-T,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/Howling Commandos.png,
claim_pokemon_killlists_684_trainer_2f8832becd,season_005,pokemon_killlists,pokemon_killlist,Boreos-T / Professor N,trainer,Professor N,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/Howling Commandos.png,
claim_pokemon_killlists_684_team_name_1366bf2909,season_005,pokemon_killlists,pokemon_killlist,Boreos-T / Professor N,team_name,Howling Commandos,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/Howling Commandos.png,
claim_pokemon_killlists_684_kills_6f98b2532f,season_005,pokemon_killlists,pokemon_killlist,Boreos-T / Professor N,kills,16,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/Howling Commandos.png,
claim_pokemon_killlists_685_pokemon_571ee48878,season_005,pokemon_killlists,pokemon_killlist,Terrakium / Minetube,pokemon,Terrakium,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/Triyolotree.png,
claim_pokemon_killlists_685_trainer_d997c25589,season_005,pokemon_killlists,pokemon_killlist,Terrakium / Minetube,trainer,Minetube,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/Triyolotree.png,
claim_pokemon_killlists_685_team_name_2f6e3f68a2,season_005,pokemon_killlists,pokemon_killlist,Terrakium / Minetube,team_name,Triyolotree,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/Triyolotree.png,
claim_pokemon_killlists_685_kills_89032d3cd7,season_005,pokemon_killlists,pokemon_killlist,Terrakium / Minetube,kills,9,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/Triyolotree.png,
claim_pokemon_killlists_686_pokemon_113af308cb,season_005,pokemon_killlists,pokemon_killlist,Kyurem-Schwarz / CaptainCrinch,pokemon,Kyurem-Schwarz,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/Crinchilla.png,
claim_pokemon_killlists_686_trainer_16df790020,season_005,pokemon_killlists,pokemon_killlist,Kyurem-Schwarz / CaptainCrinch,trainer,CaptainCrinch,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/Crinchilla.png,
claim_pokemon_killlists_686_team_name_f49f9f175d,season_005,pokemon_killlists,pokemon_killlist,Kyurem-Schwarz / CaptainCrinch,team_name,Crinchilla,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/Crinchilla.png,
claim_pokemon_killlists_686_kills_16bdd52827,season_005,pokemon_killlists,pokemon_killlist,Kyurem-Schwarz / CaptainCrinch,kills,21,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/Crinchilla.png,
claim_pokemon_killlists_687_pokemon_5bea683b56,season_005,pokemon_killlists,pokemon_killlist,Manaphy / Barry D. Sin of Speed,pokemon,Manaphy,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/Marvelous Speedsters.png,
claim_pokemon_killlists_687_trainer_73b93bed4c,season_005,pokemon_killlists,pokemon_killlist,Manaphy / Barry D. Sin of Speed,trainer,Barry D. Sin of Speed,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/Marvelous Speedsters.png,
claim_pokemon_killlists_687_team_name_6ab7559ba0,season_005,pokemon_killlists,pokemon_killlist,Manaphy / Barry D. Sin of Speed,team_name,Marvelous Speedsters,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/Marvelous Speedsters.png,
claim_pokemon_killlists_687_kills_ac28c758bb,season_005,pokemon_killlists,pokemon_killlist,Manaphy / Barry D. Sin of Speed,kills,14,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/Marvelous Speedsters.png,
claim_pokemon_killlists_688_pokemon_d588f2d10d,season_005,pokemon_killlists,pokemon_killlist,Mamutel / Lauris,pokemon,Mamutel,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/Shockwaving Magearnas.png,
claim_pokemon_killlists_688_trainer_7f0ca7eb4d,season_005,pokemon_killlists,pokemon_killlist,Mamutel / Lauris,trainer,Lauris,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/Shockwaving Magearnas.png,
claim_pokemon_killlists_688_team_name_ce324ecd9b,season_005,pokemon_killlists,pokemon_killlist,Mamutel / Lauris,team_name,Shockwaving Magearnas,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/Shockwaving Magearnas.png,
claim_pokemon_killlists_688_kills_d1ca6053bb,season_005,pokemon_killlists,pokemon_killlist,Mamutel / Lauris,kills,10,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/Shockwaving Magearnas.png,
claim_pokemon_killlists_689_pokemon_21772d7bcf,season_005,pokemon_killlists,pokemon_killlist,Arkani / Barry D. Sin of Speed,pokemon,Arkani,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/Marvelous Speedsters.png,
claim_pokemon_killlists_689_trainer_ec0710db02,season_005,pokemon_killlists,pokemon_killlist,Arkani / Barry D. Sin of Speed,trainer,Barry D. Sin of Speed,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/Marvelous Speedsters.png,
claim_pokemon_killlists_689_team_name_7b8cec06b4,season_005,pokemon_killlists,pokemon_killlist,Arkani / Barry D. Sin of Speed,team_name,Marvelous Speedsters,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/Marvelous Speedsters.png,
claim_pokemon_killlists_689_kills_1b632e9222,season_005,pokemon_killlists,pokemon_killlist,Arkani / Barry D. Sin of Speed,kills,5,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/Marvelous Speedsters.png,
claim_pokemon_killlists_690_pokemon_21707bdc3b,season_005,pokemon_killlists,pokemon_killlist,Feelinara / Fnupa,pokemon,Feelinara,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/Cabgosport.png,
claim_pokemon_killlists_690_trainer_6694db794e,season_005,pokemon_killlists,pokemon_killlist,Feelinara / Fnupa,trainer,Fnupa,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/Cabgosport.png,
claim_pokemon_killlists_690_team_name_8556070cd9,season_005,pokemon_killlists,pokemon_killlist,Feelinara / Fnupa,team_name,Cabgosport,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/Cabgosport.png,
claim_pokemon_killlists_690_kills_2edb6d8d57,season_005,pokemon_killlists,pokemon_killlist,Feelinara / Fnupa,kills,14,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/Cabgosport.png,
claim_pokemon_killlists_691_pokemon_54ad5b33b0,season_005,pokemon_killlists,pokemon_killlist,Kobalium / Raizor,pokemon,Kobalium,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/SoulStealer.png,
claim_pokemon_killlists_691_trainer_c033f1e56a,season_005,pokemon_killlists,pokemon_killlist,Kobalium / Raizor,trainer,Raizor,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/SoulStealer.png,
claim_pokemon_killlists_691_team_name_b7e38c3c04,season_005,pokemon_killlists,pokemon_killlist,Kobalium / Raizor,team_name,Soulstealer,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/SoulStealer.png,
claim_pokemon_killlists_691_kills_ce2e1e37e3,season_005,pokemon_killlists,pokemon_killlist,Kobalium / Raizor,kills,20,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/SoulStealer.png,
claim_pokemon_killlists_692_pokemon_e71eff395e,season_005,pokemon_killlists,pokemon_killlist,Trikephalo / Professor N,pokemon,Trikephalo,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/Howling Commandos.png,
claim_pokemon_killlists_692_trainer_a1d5a0c172,season_005,pokemon_killlists,pokemon_killlist,Trikephalo / Professor N,trainer,Professor N,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/Howling Commandos.png,
claim_pokemon_killlists_692_team_name_8249ec9f05,season_005,pokemon_killlists,pokemon_killlist,Trikephalo / Professor N,team_name,Howling Commandos,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/Howling Commandos.png,
claim_pokemon_killlists_692_kills_0ae078646a,season_005,pokemon_killlists,pokemon_killlist,Trikephalo / Professor N,kills,8,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/Howling Commandos.png,
claim_pokemon_killlists_693_pokemon_075daeb181,season_005,pokemon_killlists,pokemon_killlist,Resladero / CaptainCrinch,pokemon,Resladero,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/Crinchilla.png,
claim_pokemon_killlists_693_trainer_e7a74829a0,season_005,pokemon_killlists,pokemon_killlist,Resladero / CaptainCrinch,trainer,CaptainCrinch,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/Crinchilla.png,
claim_pokemon_killlists_693_team_name_4a7e80a197,season_005,pokemon_killlists,pokemon_killlist,Resladero / CaptainCrinch,team_name,Crinchilla,manual_graphic_assignment,,https://docs.google.com/spreadsheets/d/1JZpA-5XDldN2bjfvhvBPHYK-1AENETLnF1UxNEpWlNA/edit#gid=352888197;data/manual/team_pokemon_usage.csv;output/team-graphics/s5/Crinchilla.png,
