season_id,match_id,division,stage,week,player_a,player_b,score,video_id,video_url,video_title,video_type,perspective_person,opponent,confidence,match_basis,confidence_explanation,channel_title,channel_url,view_count,like_count,comment_count,duration,duration_seconds,stats_fetched_at,views_baseline_median,views_multiplier,views_percentile,views_z_score,video_highlight_reasons,views_week_factor,views_opponent_factor,views_expected,views_trend_multiplier,views_trend_percentile,views_trend_z_score,views_trend_highlight_reasons,source_urls
season_003,season_003_schedule_0345,Regular Season,regular_season,19. Spieltag - Mittwoch der 15.06.2016,Cabgolord,CrowdController,0 - 1,f3FgoA_O2GU,https://www.youtube.com/watch?v=f3FgoA_O2GU,GPL [S3] - Spieltag 19 - vs. Joltic Justice: Ein Prediction-Wunder,game,Cabgolord,CrowdController,85,"season,week,channel",matched season season_003; matched week 19; channel identifies Cabgolord,Cabgolord,https://www.youtube.com/c/Cabgolord,372,34,3,PT29M24S,1764,2026-06-19T11:59:12Z,438.5,0.85,0.15,-0.64,,0.78,1.09,374,0.99,0.52,0.03,,https://www.youtube.com/watch?v=f3FgoA_O2GU;https://www.youtube.com/c/Cabgolord;https://www.youtube.com/channel/UCYdaMHNraDfWMxVTlrlnK6w;https://www.youtube.com/user/Cabgolord
season_003,season_003_schedule_0345,Regular Season,regular_season,19. Spieltag - Mittwoch der 15.06.2016,Cabgolord,CrowdController,0 - 1,m8SL6VuDIzU,https://www.youtube.com/watch?v=m8SL6VuDIzU,GPL [S3] - Spieltag 19 - vs. Returning Lords: Wiederkehrende Wutanfälle,game,CrowdController,Cabgolord,85,"season,week,channel",matched season season_003; matched week 19; channel identifies CrowdController,CrowdController,https://www.youtube.com/user/CrowdController,137,16,2,PT31M16S,1876,2026-06-19T11:59:12Z,244,0.56,0.06,-1.36,,0.78,1,190.6,0.72,0.1,-1.69,,https://www.youtube.com/watch?v=m8SL6VuDIzU;https://www.youtube.com/user/CrowdController;https://www.youtube.com/user/CrowdControllerLP
season_003,season_003_schedule_0349,Regular Season,regular_season,19. Spieltag - Mittwoch der 15.06.2016,BlackLink,MeLevies,0 - 1,nHHIq0deu7U,https://www.youtube.com/watch?v=nHHIq0deu7U,GPL [S3] - Spieltag 19 - vs. Shocking Shaymins: Eine zeitlose Begegnung!,game,BlackLink,MeLevies,85,"season,week,channel",matched season season_003; matched week 19; channel identifies BlackLink,BlackLink,https://www.youtube.com/c/BlackLink,144,12,12,PT29M11S,1751,2026-06-19T11:59:12Z,200,0.72,0.08,-1.08,,0.78,1,156.3,0.92,0.37,-0.37,,https://www.youtube.com/watch?v=nHHIq0deu7U;https://www.youtube.com/c/BlackLink;https://www.youtube.com/user/BlackLink;https://www.youtube.com/user/BlackLink1996
season_003,season_003_schedule_0143,Regular Season,regular_season,19. Spieltag - Sonntag der 12.06.2016,Lauris,Minetube,4 - 0,grRDnL5FRHw,https://www.youtube.com/watch?v=grRDnL5FRHw,GPL [S3] - Spieltag 19 - vs. Triyolotree | Der mit dem Mammut tanzt,game,Lauris,Minetube,100,"season,week,channel,title,both_sides",matched season season_003; matched week 19; channel identifies Lauris; title names Minetube as opponent; channel and title identify opposite sides,Lauris,https://www.youtube.com/c/LaurisEnteitainment,786,28,6,PT36M7S,2167,2026-06-19T11:59:12Z,711,1.11,0.63,0.43,,0.78,1.02,568.5,1.38,0.93,1.78,Top 10% trendbereinigt,https://www.youtube.com/watch?v=grRDnL5FRHw;https://www.youtube.com/c/LaurisEnteitainment;https://www.youtube.com/channel/UCShFh4OGH23GfshxfIfvcjA
season_003,season_003_schedule_0143,Regular Season,regular_season,19. Spieltag - Sonntag der 12.06.2016,Lauris,Minetube,4 - 0,yhHjyBWjH4c,https://www.youtube.com/watch?v=yhHjyBWjH4c,GPL [S3] - Spieltag 19 - vs. Enteigeddon: Ins Schwarze getroffen!,game,Minetube,Lauris,85,"season,week,channel",matched season season_003; matched week 19; channel identifies Minetube,Minetube,https://www.youtube.com/user/Minetube13,1022,63,12,PT16M41S,1001,2026-06-19T11:59:12Z,1150,0.89,0.38,-0.27,,0.78,1,899.1,1.14,0.8,0.74,,https://www.youtube.com/watch?v=yhHjyBWjH4c;https://www.youtube.com/@Minetube13;https://www.youtube.com/user/Minetube13
season_003,season_003_schedule_0147,Regular Season,regular_season,19. Spieltag - Sonntag der 12.06.2016,FanmadeLetsPlay,Shiro,5 - 0,8ZOCESpgFL8,https://www.youtube.com/watch?v=8ZOCESpgFL8,"GPL [S3] - Spieltag 19- vs. Munich Magbys - Vorsicht, Glatteis!",game,FanmadeLetsPlay,Shiro,85,"season,week,channel",matched season season_003; matched week 19; channel identifies FanmadeLetsPlay,FanmadeTim,https://www.youtube.com/user/FanmadeLetsPlay,2818,161,47,PT18M29S,1109,2026-06-19T11:59:12Z,3187,0.88,0.12,-0.85,,0.78,1,2490,1.13,0.79,0.72,,https://www.youtube.com/watch?v=8ZOCESpgFL8;https://www.youtube.com/user/FanmadeLetsPlay;https://www.youtube.com/user/FanmadeLetsplay
season_003,season_003_schedule_0151,Regular Season,regular_season,19. Spieltag - Sonntag der 12.06.2016,Raizor,SurskitTV,0 - 2,mv-Kgei6rIg,https://www.youtube.com/watch?v=mv-Kgei6rIg,GPL [S3] - Spieltag 19 - vs. Surstars: Viel zu müde!,game,Raizor,SurskitTV,100,"season,week,channel,title,both_sides",matched season season_003; matched week 19; channel identifies Raizor; title names SurskitTV as opponent; channel and title identify opposite sides,Raizor,https://www.youtube.com/c/Raizor,3385,165,59,PT13M1S,781,2026-06-19T11:59:12Z,5604,0.6,0.08,-1.47,,0.78,1,4378.4,0.77,0.16,-1.3,,https://www.youtube.com/watch?v=mv-Kgei6rIg;https://www.youtube.com/c/Raizor;https://www.youtube.com/user/Raizor;https://www.youtube.com/user/RaizorZockt
season_003,season_003_schedule_0151,Regular Season,regular_season,19. Spieltag - Sonntag der 12.06.2016,Raizor,SurskitTV,0 - 2,B1ZViR6IX_s,https://www.youtube.com/watch?v=B1ZViR6IX_s,GPL [S3] - Spieltag 19 - vs. Unbound Zoroarks: Standpauke again?!,game,SurskitTV,Raizor,100,"season,week,channel,title,both_sides",matched season season_003; matched week 19; channel identifies SurskitTV; title names Raizor as opponent; channel and title identify opposite sides,SurskitTV,https://www.youtube.com/user/SurskitTV,1222,74,7,PT35M22S,2122,2026-06-19T11:59:12Z,1406,0.87,0.37,-0.33,,0.78,1,1098.5,1.11,0.77,0.62,,https://www.youtube.com/watch?v=B1ZViR6IX_s;https://www.youtube.com/user/SurskitTV
season_003,season_003_schedule_0155,Regular Season,regular_season,19. Spieltag - Sonntag der 12.06.2016,Parsifani,PokeBazi,4 - 0,NF33Xb7n5jw,https://www.youtube.com/watch?v=NF33Xb7n5jw,Das Feuer in deinen Augen! ★ GPL [S3] ★- Spieltag 19 - vs. Persian Carpets,game,PokeBazi,Parsifani,100,"season,week,channel,title,both_sides",matched season season_003; matched week 19; channel identifies PokeBazi; title names Parsifani as opponent; channel and title identify opposite sides,PokéBazi,https://www.youtube.com/c/PokeBazi,2350,102,25,PT36M10S,2170,2026-06-19T11:59:12Z,2754,0.85,0.27,-0.61,,0.78,1,2155.6,1.09,0.74,0.52,,https://www.youtube.com/watch?v=NF33Xb7n5jw;https://www.youtube.com/c/PokeBazi;https://www.youtube.com/channel/UCkEEHak-dPeI11YkalQczRQ;https://www.youtube.com/user/PokéBazi
season_003,season_003_schedule_0159,Regular Season,regular_season,19. Spieltag - Sonntag der 12.06.2016,CaptainCrinch,Oktopaul,1 - 0,Nl6JQQa1N24,https://www.youtube.com/watch?v=Nl6JQQa1N24,GPL [S3] - Spieltag 19 - vs. Petalburg Panchams: Marvel DC und DISCOnnects,game,CaptainCrinch,Oktopaul,100,"season,week,channel,title,both_sides",matched season season_003; matched week 19; channel identifies CaptainCrinch; title names Oktopaul as opponent; channel and title identify opposite sides,Crinchy,https://www.youtube.com/user/CaptainCrinch,725,49,16,PT49M19S,2959,2026-06-19T11:59:12Z,1340,0.54,0.04,-1.88,,0.78,1,1046.9,0.69,0.08,-1.89,,https://www.youtube.com/watch?v=Nl6JQQa1N24;https://www.youtube.com/user/CaptainCrinch
season_003,season_003_schedule_0163,Regular Season,regular_season,19. Spieltag - Sonntag der 12.06.2016,RegiBang,PresentLP,0 - 3,ID5cHp7LmQg,https://www.youtube.com/watch?v=ID5cHp7LmQg,GPL [S3] - Spieltag 19 - vs. Glorious Emperors: Anspannung im Spitzenspiel!,game,PresentLP,RegiBang,100,"season,week,channel,title,both_sides",matched season season_003; matched week 19; channel identifies PresentLP; title names RegiBang as opponent; channel and title identify opposite sides,Present,https://www.youtube.com/user/Present,3379,156,25,PT14M42S,882,2026-06-19T11:59:12Z,4377.5,0.77,0.04,-1.33,,0.78,1.18,4047.5,0.83,0.22,-0.9,,https://www.youtube.com/watch?v=ID5cHp7LmQg;https://www.youtube.com/user/Present;https://www.youtube.com/user/PresentLP
season_003,season_003_schedule_0163,Regular Season,regular_season,19. Spieltag - Sonntag der 12.06.2016,RegiBang,PresentLP,0 - 3,fQ5OLtKVjS8,https://www.youtube.com/watch?v=fQ5OLtKVjS8,GPL [S3] - Spieltag 19 - vs. Prekani: Emotionen!,game,RegiBang,PresentLP,100,"season,week,channel,title,both_sides",matched season season_003; matched week 19; channel identifies RegiBang; title names PresentLP as opponent; channel and title identify opposite sides,RegiBang,https://www.youtube.com/user/RegiBang,8765,475,52,PT21M37S,1297,2026-06-19T11:59:12Z,12008.5,0.73,0.04,-1.45,,0.78,1,9382.3,0.93,0.4,-0.3,,https://www.youtube.com/watch?v=fQ5OLtKVjS8;https://www.youtube.com/user/RegiBang
season_003,season_003_schedule_0167,Regular Season,regular_season,19. Spieltag - Sonntag der 12.06.2016,Art'n'Gaming,Bene,0 - 4,Jelk61pLQdQ,https://www.youtube.com/watch?v=Jelk61pLQdQ,GPL [S3] - Spieltag 19 - vs. Little Litleos: Kommt die HP Ground?!,game,Bene,Art'n'Gaming,85,"season,week,channel",matched season season_003; matched week 19; channel identifies Bene,Bene,https://www.youtube.com/user/FullLifeGames,961,58,9,PT30M8S,1808,2026-06-19T11:59:12Z,1230,0.78,0.22,-0.88,,0.78,1.01,967.1,0.99,0.52,0.03,,https://www.youtube.com/watch?v=Jelk61pLQdQ;https://www.youtube.com/@Bene;https://www.youtube.com/user/FullLifeGames
season_003,season_003_schedule_0211,Regular Season,regular_season,2. Spieltag - Mittwoch der 10.02.2016,BraveBirdGames,Kayze,0 - 4,Jfxmo2kPfAg,https://www.youtube.com/watch?v=Jfxmo2kPfAg,GPL [S3] - Spieltag 2 - Vs. Infernayze | Bei der Macht von Fortuna,game,BraveBirdGames,Kayze,85,"season,week,channel",matched season season_003; matched week 2; channel identifies BraveBirdGames,BraveBirdthemall,https://www.youtube.com/channel/UCqAKZ9OEu9Fx1fkW1UtXNEQ,622,40,28,PT12M7S,727,2026-06-19T11:59:12Z,332,1.87,0.96,2.54,über Baseline 1.9x; Top 5% der Person/Saison; robuster Z-Score 2.5,1.5,1.07,533.2,1.17,0.84,0.88,,https://www.youtube.com/watch?v=Jfxmo2kPfAg;https://www.youtube.com/c/Bravebirdthemall;https://www.youtube.com/channel/UCqAKZ9OEu9Fx1fkW1UtXNEQ
season_003,season_003_schedule_0215,Regular Season,regular_season,2. Spieltag - Mittwoch der 10.02.2016,Lauris,Leinux,2 - 0,poY3hLzrMe8,https://www.youtube.com/watch?v=poY3hLzrMe8,GPL [S3] - Spieltag 2 - vs. Enteitainment: Meine overpredictions,game,Leinux,Lauris,85,"season,week,channel",matched season season_003; matched week 2; channel identifies Leinux,Leinux,https://www.youtube.com/user/Leinux2,505,30,31,PT15M11S,911,2026-06-19T11:59:12Z,240,2.1,0.96,2.1,View-Ausreißer 2.1x; Top 5% der Person/Saison,1.5,1,359.1,1.41,0.93,1.87,Top 10% trendbereinigt,https://www.youtube.com/watch?v=poY3hLzrMe8;https://www.youtube.com/user/Leinux2
season_003,season_003_schedule_0219,Regular Season,regular_season,2. Spieltag - Mittwoch der 10.02.2016,DiaSwordPlay,WolvX,0 - 5,QCZckb01dQI,https://www.youtube.com/watch?v=QCZckb01dQI,GPL [S3] - Spieltag 02 - vs. Shining Diancies: FleischfressendePnisPflanze! | WolvX,game,WolvX,DiaSwordPlay,85,"season,week,channel",matched season season_003; matched week 2; channel identifies WolvX,WolvX,https://www.youtube.com/channel/UCuey6g8IRhcHcHjfPyMlpAw,318,20,6,PT30M17S,1817,2026-06-19T11:59:12Z,252,1.26,0.83,0.74,,1.5,1.01,380.4,0.84,0.23,-0.89,,https://www.youtube.com/watch?v=QCZckb01dQI;https://www.youtube.com/channel/UCuey6g8IRhcHcHjfPyMlpAw
season_003,season_003_schedule_0223,Regular Season,regular_season,2. Spieltag - Mittwoch der 10.02.2016,Light Gaming,Shiro,0 - 3,toRnol-JZ-w,https://www.youtube.com/watch?v=toRnol-JZ-w,GPL [S3] - Spieltag 02 - vs. Munich Magbys: Disconnection,game,Light Gaming,Shiro,85,"season,week,channel",matched season season_003; matched week 2; channel identifies Light Gaming,Light Gaming,https://www.youtube.com/user/LightGaming12,738,42,21,PT13M37S,817,2026-06-19T11:59:12Z,712.5,1.04,0.69,0.22,,1.5,1,1065.5,0.69,0.09,-1.89,,https://www.youtube.com/watch?v=toRnol-JZ-w;https://www.youtube.com/user/LightGaming12
season_003,season_003_schedule_0227,Regular Season,regular_season,2. Spieltag - Mittwoch der 10.02.2016,KilluaSan,MeLevies,3 - 0,W1aVXSzYLYU,https://www.youtube.com/watch?v=W1aVXSzYLYU,GPL [S3] - Spieltag 02 - vs. Shocking Shaymins: Nervenkitzel,game,KilluaSan,MeLevies,85,"season,week,channel",matched season season_003; matched week 2; channel identifies KilluaSan,KilluaSan,https://www.youtube.com/channel/UC8Pi0tMK7eWclD6iYnQ7zyw,448,38,22,PT43M39S,2619,2026-06-19T11:59:12Z,316,1.42,0.92,1.06,Top 10% der Person/Saison,1.5,1,472.5,0.95,0.43,-0.22,,https://www.youtube.com/watch?v=W1aVXSzYLYU;https://www.youtube.com/channel/UC8Pi0tMK7eWclD6iYnQ7zyw
season_003,season_003_schedule_0231,Regular Season,regular_season,2. Spieltag - Mittwoch der 10.02.2016,PokeBree,Shizumania,6 - 0,Vfj1zBq4Vfo,https://www.youtube.com/watch?v=Vfj1zBq4Vfo,GPL [S3] - Spieltag 2 - vs. Undead Scrafty: Fiaro-Sweep. #ochman,game,Shizumania,PokeBree,85,"season,week,channel",matched season season_003; matched week 2; channel identifies Shizumania,Shizumania | Emreatrix,https://www.youtube.com/user/Shizumania,1100,65,24,PT5M42S,342,2026-06-19T11:59:12Z,861.5,1.28,0.83,0.57,,1.5,1,1288.3,0.85,0.25,-0.78,,https://www.youtube.com/watch?v=Vfj1zBq4Vfo;https://www.youtube.com/user/Shizumania
season_003,season_003_schedule_0235,Regular Season,regular_season,2. Spieltag - Mittwoch der 10.02.2016,TheMiiFii,Cabgolord,1 - 0,lxOyb5tP4qs,https://www.youtube.com/watch?v=lxOyb5tP4qs,GPL [S3] - Spieltag 2 - vs. Dreaded Dittos: Lords of Hax,game,Cabgolord,TheMiiFii,85,"season,week,channel",matched season season_003; matched week 2; channel identifies Cabgolord,Cabgolord,https://www.youtube.com/c/Cabgolord,627,38,4,PT17M43S,1063,2026-06-19T11:59:12Z,438.5,1.43,0.81,1.39,,1.5,1,655.7,0.96,0.44,-0.18,,https://www.youtube.com/watch?v=lxOyb5tP4qs;https://www.youtube.com/c/Cabgolord;https://www.youtube.com/channel/UCYdaMHNraDfWMxVTlrlnK6w;https://www.youtube.com/user/Cabgolord
season_003,season_003_schedule_0235,Regular Season,regular_season,2. Spieltag - Mittwoch der 10.02.2016,TheMiiFii,Cabgolord,1 - 0,oEzaEp-0Z8E,https://www.youtube.com/watch?v=oEzaEp-0Z8E,"GPL [S3] - Spieltag 2 - vs. Returning Lords: Aufs Maul, Mylord!",game,TheMiiFii,Cabgolord,85,"season,week,channel",matched season season_003; matched week 2; channel identifies TheMiiFii,TheMiiFii,https://www.youtube.com/user/TheMiiFii,3642,174,13,PT15M56S,956,2026-06-19T11:59:12Z,3014.5,1.21,0.88,0.95,,1.5,1,4507.9,0.81,0.19,-1.07,,https://www.youtube.com/watch?v=oEzaEp-0Z8E;https://www.youtube.com/user/TheMiiFii
season_003,season_003_schedule_0029,Regular Season,regular_season,2. Spieltag - Sonntag der 07.02.2016,SurskitTV,Minetube,0 - 3,yN8u16pUG7U,https://www.youtube.com/watch?v=yN8u16pUG7U,GPL [S3] - Spieltag 02 - vs. Surstars: Schutz ist alles!,game,Minetube,SurskitTV,100,"season,week,channel,title,both_sides",matched season season_003; matched week 2; channel identifies Minetube; title names SurskitTV as opponent; channel and title identify opposite sides,Minetube,https://www.youtube.com/user/Minetube13,1998,119,41,PT18M10S,1090,2026-06-19T11:59:12Z,1150,1.74,0.96,1.28,über Baseline 1.7x; Top 5% der Person/Saison,1.5,1,1719.7,1.16,0.83,0.85,,https://www.youtube.com/watch?v=yN8u16pUG7U;https://www.youtube.com/@Minetube13;https://www.youtube.com/user/Minetube13
season_003,season_003_schedule_0029,Regular Season,regular_season,2. Spieltag - Sonntag der 07.02.2016,SurskitTV,Minetube,0 - 3,FjYTnvWqgwU,https://www.youtube.com/watch?v=FjYTnvWqgwU,GPL [S3] - Spieltag 2 - vs. Triyolotree: Always Use Protect(ion)!,game,SurskitTV,Minetube,100,"season,week,channel,title,both_sides",matched season season_003; matched week 2; channel identifies SurskitTV; title names Minetube as opponent; channel and title identify opposite sides,SurskitTV,https://www.youtube.com/user/SurskitTV,3178,163,45,PT43M32S,2612,2026-06-19T11:59:12Z,1406,2.26,0.96,1.93,View-Ausreißer 2.3x; Top 5% der Person/Saison,1.5,1.02,2151.5,1.48,0.95,2.13,Top 10% trendbereinigt,https://www.youtube.com/watch?v=FjYTnvWqgwU;https://www.youtube.com/user/SurskitTV
season_003,season_003_schedule_0033,Regular Season,regular_season,2. Spieltag - Sonntag der 07.02.2016,Shiro,PokeBazi,0 - 1,ejxPn8pFReY,https://www.youtube.com/watch?v=ejxPn8pFReY,Elektrisierende Spannung! ★GPL [S3] ★- Spieltag 2 - vs. Pawsome!,game,PokeBazi,Shiro,85,"season,week,channel",matched season season_003; matched week 2; channel identifies PokeBazi,PokéBazi,https://www.youtube.com/c/PokeBazi,3983,280,130,PT31M4S,1864,2026-06-19T11:59:12Z,2754,1.45,0.88,1.42,,1.5,1,4118.3,0.97,0.46,-0.12,,https://www.youtube.com/watch?v=ejxPn8pFReY;https://www.youtube.com/c/PokeBazi;https://www.youtube.com/channel/UCkEEHak-dPeI11YkalQczRQ;https://www.youtube.com/user/PokéBazi
season_003,season_003_schedule_0037,Regular Season,regular_season,2. Spieltag - Sonntag der 07.02.2016,Lauris,Oktopaul,0 - 1,HJ38XV4ewlE,https://www.youtube.com/watch?v=HJ38XV4ewlE,GPL [S3] - Spieltag 2 - Melting Mamoswines VS. Petalburg Panchams: Einfach Tiefschlagen,game,,Oktopaul,85,"season,week,title",matched season season_003; matched week 2; title names Oktopaul as opponent,DaumenkinoLP,https://www.youtube.com/c/DaumenkinoLP,975,42,31,PT19M,1140,2026-06-19T11:59:12Z,652,1.5,1,1.8,Top 5% der Person/Saison,1.5,1,975,1,0.58,0.06,,https://www.youtube.com/watch?v=HJ38XV4ewlE;https://www.youtube.com/c/DaumenkinoLP;https://www.youtube.com/user/TheHerbertLP
season_003,season_003_schedule_0037,Regular Season,regular_season,2. Spieltag - Sonntag der 07.02.2016,Lauris,Oktopaul,0 - 1,7x4fceSSIN8,https://www.youtube.com/watch?v=7x4fceSSIN8,GPL [S3] - Spieltag 2 - vs.Arminia Bisharps: Tiefschlag gooo!,game,Lauris,Oktopaul,85,"season,week,channel",matched season season_003; matched week 2; channel identifies Lauris,Lauris,https://www.youtube.com/c/LaurisEnteitainment,2365,64,31,PT34M55S,2095,2026-06-19T11:59:12Z,711,3.33,1,5.18,View-Ausreißer 3.3x; Top 5% der Person/Saison; robuster Z-Score 5.2,1.5,1,1063.2,2.22,0.99,4.3,Trend-Ausreißer 2.2x; Top 5% trendbereinigt; Trend-Z-Score 4.3,https://www.youtube.com/watch?v=7x4fceSSIN8;https://www.youtube.com/c/LaurisEnteitainment;https://www.youtube.com/channel/UCShFh4OGH23GfshxfIfvcjA
season_003,season_003_schedule_0041,Regular Season,regular_season,2. Spieltag - Sonntag der 07.02.2016,FanmadeLetsPlay,PresentLP,0 - 5,h_p0gr6kO7s,https://www.youtube.com/watch?v=h_p0gr6kO7s,GPL [S3] - Spieltag 02 - vs. Prekani - Einfach mit Fiaro durchsweepen!,game,FanmadeLetsPlay,PresentLP,100,"season,week,channel,title,both_sides",matched season season_003; matched week 2; channel identifies FanmadeLetsPlay; title names PresentLP as opponent; channel and title identify opposite sides,FanmadeTim,https://www.youtube.com/user/FanmadeLetsPlay,5698,291,56,PT15M16S,916,2026-06-19T11:59:12Z,3187,1.79,0.96,4.03,über Baseline 1.8x; Top 5% der Person/Saison; robuster Z-Score 4.0,1.5,1,4765.8,1.2,0.86,1.01,,https://www.youtube.com/watch?v=h_p0gr6kO7s;https://www.youtube.com/user/FanmadeLetsPlay;https://www.youtube.com/user/FanmadeLetsplay
season_003,season_003_schedule_0041,Regular Season,regular_season,2. Spieltag - Sonntag der 07.02.2016,FanmadeLetsPlay,PresentLP,0 - 5,LlYpqfHGQ6U,https://www.youtube.com/watch?v=LlYpqfHGQ6U,GPL [S3] - Spieltag 02 - vs. Cold Launcher: Eine große Bedrohung!,game,PresentLP,FanmadeLetsPlay,100,"season,week,channel,title,both_sides",matched season season_003; matched week 2; channel identifies PresentLP; title names FanmadeLetsPlay as opponent; channel and title identify opposite sides,Present,https://www.youtube.com/user/Present,6504,302,97,PT8M43S,523,2026-06-19T11:59:12Z,4377.5,1.49,0.92,2.03,Top 10% der Person/Saison,1.5,1,6546.1,0.99,0.51,0.03,,https://www.youtube.com/watch?v=LlYpqfHGQ6U;https://www.youtube.com/user/Present;https://www.youtube.com/user/PresentLP
season_003,season_003_schedule_0045,Regular Season,regular_season,2. Spieltag - Sonntag der 07.02.2016,Raizor,LucarioLP,1 - 0,9pQd84jJCM0,https://www.youtube.com/watch?v=9pQd84jJCM0,GPL [S3] - Spieltag 02 - vs. Unbound Zoroarks: Den Wind aus den Flügeln verloren,game,LucarioLP,Raizor,100,"season,week,channel,title,both_sides",matched season season_003; matched week 2; channel identifies LucarioLP; title names Raizor as opponent; channel and title identify opposite sides,LucarioLP,https://www.youtube.com/user/LetsPlayLucario,305,16,3,PT11M56S,716,2026-06-19T11:59:12Z,512,0.6,0.14,-0.78,,1.5,1,765.6,0.4,0.01,-4.82,,https://www.youtube.com/watch?v=9pQd84jJCM0;https://www.youtube.com/user/LetsPlayLucario
season_003,season_003_schedule_0045,Regular Season,regular_season,2. Spieltag - Sonntag der 07.02.2016,Raizor,LucarioLP,1 - 0,8faJEbup3Bs,https://www.youtube.com/watch?v=8faJEbup3Bs,GPL [S3] - Spieltag 2 - vs. Tryhardreigons: Komplett ausgeblendet!,game,Raizor,LucarioLP,85,"season,week,channel",matched season season_003; matched week 2; channel identifies Raizor,Raizor,https://www.youtube.com/c/Raizor,10667,594,106,PT20M44S,1244,2026-06-19T11:59:12Z,5604,1.9,0.96,1.87,über Baseline 1.9x; Top 5% der Person/Saison,1.5,1.1,9178.9,1.16,0.83,0.86,,https://www.youtube.com/watch?v=8faJEbup3Bs;https://www.youtube.com/c/Raizor;https://www.youtube.com/user/Raizor;https://www.youtube.com/user/RaizorZockt
season_003,season_003_schedule_0053,Regular Season,regular_season,2. Spieltag - Sonntag der 07.02.2016,CaptainCrinch,RegiBang,0 - 2,hxHJXylOXMw,https://www.youtube.com/watch?v=hxHJXylOXMw,GPL [S3] - Spieltag 2 - vs. Glorious Emperors: Pilzphobie,game,CaptainCrinch,RegiBang,100,"season,week,channel,title,both_sides",matched season season_003; matched week 2; channel identifies CaptainCrinch; title names RegiBang as opponent; channel and title identify opposite sides,Crinchy,https://www.youtube.com/user/CaptainCrinch,3110,135,49,PT45M26S,2726,2026-06-19T11:59:12Z,1340,2.32,1,2.58,View-Ausreißer 2.3x; Top 5% der Person/Saison; robuster Z-Score 2.6,1.5,1.18,2371.4,1.31,0.9,1.5,Top 10% trendbereinigt,https://www.youtube.com/watch?v=hxHJXylOXMw;https://www.youtube.com/user/CaptainCrinch
season_003,season_003_schedule_0053,Regular Season,regular_season,2. Spieltag - Sonntag der 07.02.2016,CaptainCrinch,RegiBang,0 - 2,npKkGo6djo8,https://www.youtube.com/watch?v=npKkGo6djo8,GPL [S3] - Spieltag 02 - vs. Crinchilla: Der deutsch-türkische Zerstörer!,game,RegiBang,CaptainCrinch,100,"season,week,channel,title,both_sides",matched season season_003; matched week 2; channel identifies RegiBang; title names CaptainCrinch as opponent; channel and title identify opposite sides,RegiBang,https://www.youtube.com/user/RegiBang,21090,1151,161,PT44M35S,2675,2026-06-19T11:59:12Z,12008.5,1.76,0.96,2.59,über Baseline 1.8x; Top 5% der Person/Saison; robuster Z-Score 2.6,1.5,1.06,19039.7,1.11,0.77,0.6,,https://www.youtube.com/watch?v=npKkGo6djo8;https://www.youtube.com/user/RegiBang
season_003,season_003_schedule_0354,Regular Season,regular_season,20. Spieltag - Mittwoch der 22.06.2016,CrowdController,BlackLink,0 - 2,hZI5j09OFMA,https://www.youtube.com/watch?v=hZI5j09OFMA,GPL [S3] - Spieltag 20 - vs. Joltik Justice: Das Ziel fest im Fokus!,game,BlackLink,CrowdController,85,"season,week,channel",matched season season_003; matched week 20; channel identifies BlackLink,BlackLink,https://www.youtube.com/c/BlackLink,200,16,10,PT24M5S,1445,2026-06-19T11:59:12Z,200,1,0.54,0,,0.83,1.09,181.1,1.1,0.77,0.58,,https://www.youtube.com/watch?v=hZI5j09OFMA;https://www.youtube.com/c/BlackLink;https://www.youtube.com/user/BlackLink;https://www.youtube.com/user/BlackLink1996
season_003,season_003_schedule_0354,Regular Season,regular_season,20. Spieltag - Mittwoch der 22.06.2016,CrowdController,BlackLink,0 - 2,pJPbOfNm2l8,https://www.youtube.com/watch?v=pJPbOfNm2l8,GPL [S3] - Spieltag 20 - vs. Togekiss Peacemaker: Konzentration!,game,CrowdController,BlackLink,85,"season,week,channel",matched season season_003; matched week 20; channel identifies CrowdController,CrowdController,https://www.youtube.com/user/CrowdController,228,21,4,PT19M20S,1160,2026-06-19T11:59:12Z,244,0.93,0.44,-0.16,,0.83,1.13,228,1,0.59,0.06,,https://www.youtube.com/watch?v=pJPbOfNm2l8;https://www.youtube.com/user/CrowdController;https://www.youtube.com/user/CrowdControllerLP
season_003,season_003_schedule_0356,Regular Season,regular_season,20. Spieltag - Mittwoch der 22.06.2016,Burakio,Cabgolord,3 - 0,WskCsmqekEg,https://www.youtube.com/watch?v=WskCsmqekEg,GPL [S3] - Spieltag 20 - vs. Hurricane Heracross: Wo bleibt die Para?,game,Cabgolord,Burakio,85,"season,week,channel",matched season season_003; matched week 20; channel identifies Cabgolord,Cabgolord,https://www.youtube.com/c/Cabgolord,407,23,3,PT20M56S,1256,2026-06-19T11:59:12Z,438.5,0.93,0.38,-0.29,,0.83,1.14,413.5,0.98,0.48,-0.02,,https://www.youtube.com/watch?v=WskCsmqekEg;https://www.youtube.com/c/Cabgolord;https://www.youtube.com/channel/UCYdaMHNraDfWMxVTlrlnK6w;https://www.youtube.com/user/Cabgolord
