slot_id,season_id,division,graphic_group,graphic_row,slot_number,image_path,source_file,crop_x,crop_y,crop_width,crop_height,team_name,team_name_normalized,person_name,person_name_normalized,suggested_pokemon,suggested_pokemon_normalized,suggestion_rank,suggestion_confidence,data_status,source_urls
season_003_gpl_teams_spieltag_14_1_row_7_75,season_003,Regular Season,season_003_gpl_teams_spieltag_14_1_row_7,7,75,../output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg,946,586,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg
season_003_gpl_teams_spieltag_14_1_row_7_76,season_003,Regular Season,season_003_gpl_teams_spieltag_14_1_row_7,7,76,../output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg,1038,586,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg
season_003_gpl_teams_spieltag_14_1_row_7_77,season_003,Regular Season,season_003_gpl_teams_spieltag_14_1_row_7,7,77,../output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg,1130,586,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg
season_003_gpl_teams_spieltag_14_2_row_1_01,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_1,1,1,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,210,64,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_1_02,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_1,1,2,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,302,64,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_1_03,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_1,1,3,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,394,64,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_1_04,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_1,1,4,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,486,64,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_1_05,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_1,1,5,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,578,64,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_1_06,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_1,1,6,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,670,64,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_1_07,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_1,1,7,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,762,64,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_1_08,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_1,1,8,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,854,64,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_1_09,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_1,1,9,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,946,64,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_1_10,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_1,1,10,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,1038,64,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_1_11,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_1,1,11,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,1130,64,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_2_12,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_2,2,12,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,210,151,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_2_13,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_2,2,13,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,302,151,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_2_14,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_2,2,14,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,394,151,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_2_15,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_2,2,15,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,486,151,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_2_16,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_2,2,16,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,578,151,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_2_17,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_2,2,17,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,670,151,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_2_18,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_2,2,18,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,762,151,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_2_19,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_2,2,19,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,854,151,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_2_20,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_2,2,20,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,946,151,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_2_21,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_2,2,21,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,1038,151,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_2_22,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_2,2,22,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,1130,151,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_3_23,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_3,3,23,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,210,238,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_3_24,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_3,3,24,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,302,238,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_3_25,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_3,3,25,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,394,238,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_3_26,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_3,3,26,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,486,238,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_3_27,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_3,3,27,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,578,238,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_3_28,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_3,3,28,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,670,238,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_3_29,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_3,3,29,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,762,238,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_3_30,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_3,3,30,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,854,238,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_3_31,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_3,3,31,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,946,238,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_3_32,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_3,3,32,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,1038,238,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_3_33,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_3,3,33,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,1130,238,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_4_34,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_4,4,34,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,210,325,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_4_35,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_4,4,35,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,302,325,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_4_36,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_4,4,36,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,394,325,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_4_37,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_4,4,37,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,486,325,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_4_38,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_4,4,38,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,578,325,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_4_39,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_4,4,39,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,670,325,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_4_40,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_4,4,40,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,762,325,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_4_41,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_4,4,41,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,854,325,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_4_42,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_4,4,42,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,946,325,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_4_43,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_4,4,43,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,1038,325,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_4_44,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_4,4,44,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,1130,325,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_5_45,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_5,5,45,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,210,412,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_5_46,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_5,5,46,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,302,412,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_5_47,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_5,5,47,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,394,412,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_5_48,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_5,5,48,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,486,412,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_5_49,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_5,5,49,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,578,412,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_5_50,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_5,5,50,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,670,412,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_5_51,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_5,5,51,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,762,412,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_5_52,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_5,5,52,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,854,412,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_5_53,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_5,5,53,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,946,412,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_5_54,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_5,5,54,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,1038,412,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_5_55,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_5,5,55,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,1130,412,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_6_56,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_6,6,56,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,210,499,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_6_57,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_6,6,57,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,302,499,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_6_58,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_6,6,58,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,394,499,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_6_59,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_6,6,59,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,486,499,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_6_60,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_6,6,60,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,578,499,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_6_61,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_6,6,61,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,670,499,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_6_62,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_6,6,62,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,762,499,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_6_63,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_6,6,63,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,854,499,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_6_64,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_6,6,64,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,946,499,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_6_65,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_6,6,65,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,1038,499,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_6_66,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_6,6,66,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,1130,499,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_7_67,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_7,7,67,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,210,586,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_7_68,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_7,7,68,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,302,586,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_7_69,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_7,7,69,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,394,586,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_7_70,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_7,7,70,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,486,586,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_7_71,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_7,7,71,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,578,586,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
season_003_gpl_teams_spieltag_14_2_row_7_72,season_003,Regular Season,season_003_gpl_teams_spieltag_14_2_row_7,7,72,../output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg,670,586,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (2).jpg
