,2 Pokémon,,,3 Pokémon,,,3 Pokémon,,,1/2 Pokémon,,,1/2 Pokémon,,,,,,,,,,Pick,Tier,,Sortiert nach Alphabet,,,Gepickte Mons,Alphabetisch
,S-Tier,,,A-Tier,,,B-Tier,,,C-Tier,,,D-Tier,,,Trash,,,Gebannte Pokémon,,,,Alola-Vulnona,S-Tier,,Abra,Trash,Team 1,Wulaosu-Fließend,Alola-Snobilikat
,,Alola-Vulnona,,,Aggrostella,,,Aerodactyl,,,Aeropteryx,,,Absol,,,Abra,,,Agoyon,,,Boreos-T,S-Tier,,Absol,D-Tier,,Knakrack,Amfira
,,Boreos-T,,,Alola-Knogga,,,Alola-Raichu,,,Alola-Kokowei,,,Alola-Digdri,,,Akkup,,,Coronospa (Rappenreiter),,,Demeteros-T,S-Tier,,Aerodactyl,B-Tier,,Primarene,Amigento-Stahl
,,Demeteros-T,,,Anego,,,Amfira,,,Alola-Sandamer,,,Alola-Vulpix,,,Algitt,,,Coronospa (Schimmelreiter),,,Despotar,S-Tier,,Aeropteryx,C-Tier,,Galar-Lavados,Azumarill
,,Despotar,,,Arkani,,,Amigento-Normal,,,Alola-Snobilikat,,,Alpollo,,,Alola-Digda,,,Dialga,,,Galar-Flampivian,S-Tier,,Aggrostella,A-Tier,,Gengar,Bissbark
,,Galar-Flampivian,,,Azumarill,,,Aranestro,,,Amigento-Disc,,,Altaria,,,Alola-Mauzi,,,Endynalos,,,Galar-Zapdos,S-Tier,,Agoyon,Ban,,Elfun,Boreos-T
,,Galar-Zapdos,,,Bisaflor,,,Austos,,,Amoroso,,,Amagarga,,,Alola-Sandan,,,Genesect,,,Gortrom,S-Tier,,Akkup,Trash,,Wolwerock-Zwielicht,Branawarz
,,Gortrom,,,Boreos-I,,,Bandelby,,,Apoquallyp,,,Arboretoss,,,Amarino,,,Giratina,,,Heatran,S-Tier,,Algitt,Trash,,Panzaeron,Britzigel
,,Heatran,,,Brockoloss,,,Barrakiefa,,,Aquana,,,Arktilas,,,Amonitas,,,Giratina-Ursprung,,,Hutsassa,S-Tier,,Alola-Digda,Trash,,Raichu,Brockoloss
,,Hutsassa,,,Brutalanda,,,Barrikadax,,,Baldorfish,,,Arktos,,,Anorith,,,Groudon,,,Kaguron,S-Tier,,Alola-Digdri,D-Tier,,Vesprit,Bronzong
,,Kaguron,,,Cresselia,,,Branawarz,,,Bissbark,,,Armaldo,,,Araqua,,,Ho-Oh,,,Kapu-Kime,S-Tier,,Alola-Knogga,A-Tier,,Tortunator,Curelei
,,Kapu-Kime,,,Demeteros-I,,,Caesurio,,,Bronzong,,,Bähmon,,,Arktip,,,Jirachi,,,Kapu-Riki,S-Tier,,Alola-Kokowei,C-Tier,Team 2,Katapuldra,Demeteros-I
,,Kapu-Riki,,,Diancie,,,Cavalanzas,,,Chillabell,,,Barschuft,,,Azurill,,,Katagami,,,Katapuldra,S-Tier,,Alola-Mauzi,Trash,,Boreos-T,Demeteros-T
,,Katapuldra,,,Dragoran,,,Celebi,,,Chimstix,,,Bellektro,,,Balgoras,,,Kyogre,,,Knakrack,S-Tier,,Alola-Raichu,B-Tier,,Pelipper,Donarion
,,Knakrack,,,Durengard,,,Cerapendra,,,Donarion,,,Bisofank,,,Barschwa,,,Kyurem-Schwarz,,,Kyurem,S-Tier,,Alola-Sandamer,C-Tier,,Azumarill,Durengard
,,Kyurem,,,Entei,,,Chaneira,,,Dressella,,,Blitza,,,Bauz,,,Kyurem-Weiß,,,Latias,S-Tier,,Alola-Sandan,Trash,,Rabigator,Elfun
,,Latias,,,Feelinara,,,Clavion,,,Drifzepeli,,,Blubella,,,Bisaknosp,,,Lugia,,,Latios,S-Tier,,Alola-Snobilikat,C-Tier,,Galar-Lahmus,Entei
,,Latios,,,Fuegro,,,Curelei,,,Duokles,,,Botogel,,,Bisasam,,,Lunala,,,Lectragon,S-Tier,,Alola-Vulnona,S-Tier,,Viscogon,Feelinara
,,Lectragon,,,Galar-Laschoking,,,Ditto,,,Duraludon,,,Britzigel,,,Bithora,,,Magearna,,,Necrozma,S-Tier,,Alola-Vulpix,D-Tier,,Wie-Shu,Fruyal
,,Necrozma,,,Galar-Lavados,,,Echnatoll,,,Elezard,,,Calamanero,,,Blanas,,,Marshadow,,,Pixi,S-Tier,,Alpollo,D-Tier,,Amigento-Stahl,Fuegro
,,Pixi,,,Galar-Smogmog,,,Elfun,,,Elevoltek,,,Castellith,,,Brimano,,,Melmetal,,,Porygon2,S-Tier,,Altaria,D-Tier,,Kappalores,Galar-Lahmus
,,Porygon2,,,Garados,,,Fermicula,,,Fiaro,,,Colossand,,,Brimova,,,Mew,,,Qurtel,S-Tier,,Amagarga,D-Tier,,Britzigel,Galar-Lavados
,,Qurtel,,,Gengar,,,Flampivian,,,Frosdedje,,,Corasonn,,,Bronzel,,,Mewtu,,,Ramoth,S-Tier,,Amarino,Trash,Team 3,Terrakium,Gastrodon
,,,,,,,,,,,,,,Schlurplek,,,Makabaja,,,,,,Intelleon,B-Tier,,Dakuma,Trash
,,,,,,,,,,,,,,Sharfax,,,Mantirps,,,,,,Irokex,B-Tier,,Dartignis,Trash
,,,,,,,,,,,,,,Siberio,,,Marikeck,,,,,,Kapoera,B-Tier,,Dartiri,Trash
,,,,,,,,,,,,,,Skallyk,,,Marill,,,,,,Kosturso,B-Tier,,Dedenne,D-Tier
,,,,,,,,,,,,,,Skuntank,,,Mauzi,,,,,,Krebutack,B-Tier,,Demeteros-I,A-Tier
,,,,,,,,,,,,,,Smettbo,,,Mebrana,,,,,,Lauchzelot,B-Tier,,Demeteros-T,S-Tier
,,,,,,,,,,,,,,Snobilikat,,,Mediras,,,,,,Lavados,B-Tier,,Deponitox,D-Tier
,,,,,,,,,,,,,,Somnivora,,,Meikro,,,,,,Lecryodon,B-Tier,,Despotar,S-Tier
,,,,,,,,,,,,,,Sonnfel,,,Meltan,,,,,,Libelldra,B-Tier,,Dialga,Ban
,,,,,,,,,,,,,,Stolloss,,,Memmeon,,,,,,Lohgock,B-Tier,,Diancie,A-Tier
,,,,,,,,,,,,,,Strepoli,,,Milza,,,,,,Lucario,B-Tier,,Digda,Trash
,,,,,,,,,,,,,,Tengulist,,,Miniras,,,,,,Machomei,B-Tier,,Digdri,D-Tier
,,,,,,,,,,,,,,Tortunator,,,Mobai,,,,,,Magnezone,B-Tier,,Ditto,B-Tier
,,,,,,,,,,,,,,Trombork,,,Mollimorba,,,,,,Milotic,B-Tier,,Donarion,C-Tier
,,,,,,,,,,,,,,Urgl,,,Molunk,,,,,,Monargoras,B-Tier,,Dragonir,Trash
,,,,,,,,,,,,,,Vibrava,,,Monozyto,,,,,,Mortipot,B-Tier,,Dragoran,A-Tier
,,,,,,,,,,,,,,Viscargot,,,Moorabbel,,,,,,Nachtara,B-Tier,,Drapfel,D-Tier
,,,,,,,,,,,,,,Voltenso,,,Muschas,,,,,,Nidoqueen,B-Tier,,Draschel,D-Tier
,,,,,,,,,,,,,,Wailord,,,Myrapla,,,,,,Pampross,B-Tier,,Dratini,Trash
,,,,,,,,,,,,,,Walraisa,,,Natu,,,,,,Pandagro,B-Tier,,Dressella,C-Tier
,,,,,,,,,,,,,,Welsar,,,Navitaub,,,,,,Panzaeron,B-Tier,,Driftlon,Trash
,,,,,,,,,,,,,,Wielie,,,Nebulak,,,,,,Piepi,B-Tier,,Drifzepeli,C-Tier
,,,,,,,,,,,,,,Woingenau,,,Nidoran-M,,,,,,Polaross,B-Tier,,Duflor,D-Tier
,,,,,,,,,,,,,,Wummer,,,Nidoran-W,,,,,,Porygon-Z,B-Tier,,Dummisel,D-Tier
,,,,,,,,,,,,,,Xatu,,,Nidorina,,,,,,Quartermak,B-Tier,,Duodino,D-Tier
,,,,,,,,,,,,,,Zwollock,,,Nidorino,,,,,,Regidrago,B-Tier,,Duokles,C-Tier
,,,,,,,,,,,,,,,,,Nincada,,,,,,Regigigas,B-Tier,,Duraludon,C-Tier
,,,,,,,,,,,,,,,,,Onix,,,,,,Registeel,B-Tier,,Durengard,A-Tier
,,,,,,,,,,,,,,,,,Owei,,,,,,Riffex-Hoch,B-Tier,,Dusselgurr,Trash
,,,,,,,,,,,,,,,,,Pam-Pam,,,,,,Riffex-Tief,B-Tier,,Echnatoll,B-Tier
,,,,,,,,,,,,,,,,,Pantimimi,,,,,,Rihornior,B-Tier,,eF-eM,Trash
,,,,,,,,,,,,,,,,,Paragoni,,,,,,Roserade,B-Tier,,Eguana,Trash
,,,,,,,,,,,,,,,,,Parfi,,,,,,Rotom-Mow,B-Tier,,Elekid,Trash
,,,,,,,,,,,,,,,,,Petznief,,,,,,Selfe,B-Tier,,Elektek,D-Tier
,,,,,,,,,,,,,,,,,Phandra,,,,,,Servol-M,B-Tier,,Elevoltek,C-Tier
,,,,,,,,,,,,,,,,,Phlegleon,,,,,,Skaraborn,B-Tier,,Elezard,C-Tier
,,,,,,,,,,,,,,,,,Pichu,,,,,,Smogmog,B-Tier,,Elfun,B-Tier
,,,,,,,,,,,,,,,,,Picochilla,,,,,,Starmie,B-Tier,,Emolga,D-Tier
,,,,,,,,,,,,,,,,,Pii,,,,,,Sumpex,B-Tier,,Endynalos,Ban
,,,,,,,,,,,,,,,,,Pikuda,,,,,,Symvolara,B-Tier,,Entei,A-Tier
,,,,,,,,,,,,,,,,,Pionskora,,,,,,Tandrak,B-Tier,,Enton,Trash
,,,,,,,,,,,,,,,,,Ponita,,,,,,Tectass,B-Tier,,Entoron,D-Tier
,,,,,,,,,,,,,,,,,Porygon,,,,,,Tentoxa,B-Tier,,Evoli,Trash
,,,,,,,,,,,,,,,,,Praktibalk,,,,,,Tobutz,B-Tier,,Fasasnob,D-Tier
,,,,,,,,,,,,,,,,,Psiau,,,,,,Typ:Null,B-Tier,,Fatalitee,Trash
,,,,,,,,,,,,,,,,,Pummeluff,,,,,,UHaFnir,B-Tier,,Feelinara,A-Tier
,,,,,,,,,,,,,,,,,Pupitar,,,,,,Viscogon,B-Tier,,Felilou,Trash
,,,,,,,,,,,,,,,,,Puppance,,,,,,Voltriant,B-Tier,,Felino,Trash
,,,,,,,,,,,,,,,,,Pygraulon,,,,,,Washakwil,B-Tier,,Fermicula,B-Tier
,,,,,,,,,,,,,,,,,Quabbel,,,,,,Wie-Shu,B-Tier,,Fiaro,C-Tier
,,,,,,,,,,,,,,,,,Quapsel,,,,,,Wolwerock-Zwielicht,B-Tier,,Firnontor,D-Tier
,,,,,,,,,,,,,,,,,Quaputzi,,,,,,Zarude,B-Tier,,Flamara,D-Tier
,,,,,,,,,,,,,,,,,Quiekel,,,,,,Zoroark,B-Tier,,Flamiau,Trash
,,,,,,,,,,,,,,,,,Rabauz,,,,,,Zwirrklop,B-Tier,,Flampion,Trash
,,,,,,,,,,,,,,,,,Raffel,,,,,,Zygarde-10%,B-Tier,,Flampivian,B-Tier
,,,,,,,,,,,,,,,,,Raupy,,,,,,Aeropteryx,C-Tier,,Flapteryx,Trash
,,,,,,,,,,,,,,,,,Reißlaus,,,,,,Alola-Kokowei,C-Tier,,Flauschling,Trash
,,,,,,,,,,,,,,,,,Remoraid,,,,,,Alola-Sandamer,C-Tier,,Flegmon,Trash
,,,,,,,,,,,,,,,,,Reptain,,,,,,Alola-Snobilikat,C-Tier,,Fleknoil,Trash
,,,,,,,,,,,,,,,,,Rihorn,,,,,,Amigento-Disc,C-Tier,,Flemmli,Trash
,,,,,,,,,,,,,,,,,Robball,,,,,,Amoroso,C-Tier,,Fletiamo,D-Tier
,,,,,,,,,,,,,,,,,Rotomurf,,,,,,Apoquallyp,C-Tier,,Fluffeluff,Trash
,,,,,,,,,,,,,,,,,Safcon,,,,,,Aquana,C-Tier,,Flunkifer,D-Tier
,,,,,,,,,,,,,,,,,Salanga,,,,,,Baldorfish,C-Tier,,Flunschlik,D-Tier
,,,,,,,,,,,,,,,,,Samurzel,,,,,,Bissbark,C-Tier,,Flurmel,Trash
,,,,,,,,,,,,,,,,,Sandan,,,,,,Bronzong,C-Tier,,Folipurba,D-Tier
,,,,,,,,,,,,,,,,,Sankabuh,,,,,,Chillabell,C-Tier,,Frigometri,D-Tier
,,,,,,,,,,,,,,,,,Scampisto,,,,,,Chimstix,C-Tier,,Frizelbliz,Trash
,,,,,,,,,,,,,,,,,Schalellos,,,,,,Donarion,C-Tier,,Frosdedje,C-Tier
,,,,,,,,,,,,,,,,,Schallquap,,,,,,Dressella,C-Tier,,Frubaila,Trash
,,,,,,,,,,,,,,,,,Schiggy,,,,,,Drifzepeli,C-Tier,,Frubberl,Trash
,,,,,,,,,,,,,,,,,Schlurp,,,,,,Duokles,C-Tier,,Fruyal,B-Tier
,,,,,,,,,,,,,,,,,Schmerbe,,,,,,Duraludon,C-Tier,,Fuegro,A-Tier
,,,,,,,,,,,,,,,,,Schneppke,,,,,,Elezard,C-Tier,,Fukano,Trash
,,,,,,,,,,,,,,,,,Schnuthelm,,,,,,Elevoltek,C-Tier,,Furnifraß,D-Tier
,,,,,,,,,,,,,,,,,Scoppel,,,,,,Fiaro,C-Tier,,Galagladi,C-Tier
,,,,,,,,,,,,,,,,,Sedimantur,,,,,,Frosdedje,C-Tier,,Galapaflos,Trash
,,,,,,,,,,,,,,,,,Seejong,,,,,,Galagladi,C-Tier,,Galar-Arktos,C-Tier
,,,,,,,,,,,,,,,,,Seemon,,,,,,Galar-Arktos,C-Tier,,Galar-Corasonn,D-Tier
,,,,,,,,,,,,,,,,,Seemops,,,,,,Geradaks,C-Tier,,Galar-Flampion,Trash
,,,,,,,,,,,,,,,,,Seeper,,,,,,Giflor,C-Tier,,Galar-Flampivian,S-Tier
,,,,,,,,,,,,,,,,,Sensect,,,,,,Glaziola,C-Tier,,Galar-Flegmon,Trash
,,,,,,,,,,,,,,,,,Sheinux,,,,,,Glurak,C-Tier,,Galar-Flunschlik,D-Tier
,,,,,,,,,,,,,,,,,Shnebedeck,,,,,,Golgantes,C-Tier,,Galar-Gallopa,D-Tier
,,,,,,,,,,,,,,,,,Skunkapuh,,,,,,Gorgasonn,C-Tier,,Galar-Geradaks,D-Tier
,,,,,,,,,,,,,,,,,Smogon,,,,,,Hydragil,C-Tier,,Galar-Lahmus,B-Tier
,,,,,,,,,,,,,,,,,Snomnom,,,,,,Infernopod,C-Tier,,Galar-Laschoking,A-Tier
,,,,,,,,,,,,,,,,,Somniam,,,,,,Kamalm,C-Tier,,Galar-Lavados,A-Tier
,,,,,,,,,,,,,,,,,Sterndu,,,,,,Kangama,C-Tier,,Galar-Makabaja,Trash
,,,,,,,,,,,,,,,,,Stollrak,,,,,,Kappalores,C-Tier,,Galar-Mauzi,Trash
,,,,,,,,,,,,,,,,,Stollunior,,,,,,Karadonis,C-Tier,,Galar-Pantimos,D-Tier
,,,,,,,,,,,,,,,,,Tanhel,,,,,,Keifel,C-Tier,,Galar-Ponita,Trash
,,,,,,,,,,,,,,,,,Tarnpignon,,,,,,Kicklee,C-Tier,,Galar-Porenta,Trash
,,,,,,,,,,,,,,,,,Tentacha,,,,,,Kleoparda,C-Tier,,Galar-Smogmog,A-Tier
,,,,,,,,,,,,,,,,,Terribark,,,,,,Kommandutan,C-Tier,,Galar-Zapdos,S-Tier
,,,,,,,,,,,,,,,,,Thermopod,,,,,,Krawumms,C-Tier,,Galar-Zigzachs,Trash
,,,,,,,,,,,,,,,,,Togepi,,,,,,Lanturn,C-Tier,,Gallopa,D-Tier
,,,,,,,,,,,,,,,,,Toxel,,,,,,Magbrant,C-Tier,,Ganovil,Trash
,,,,,,,,,,,,,,,,,Toxiped,,,,,,Magneton,C-Tier,,Garados,A-Tier
,,,,,,,,,,,,,,,,,Tragosso,,,,,,Mantax,C-Tier,,Garstella,Trash
,,,,,,,,,,,,,,,,,Trasla,,,,,,Miezunder,C-Tier,,Gastrodon,B-Tier
,,,,,,,,,,,,,,,,,Unratütox,,,,,,Miltank,C-Tier,,Gaunux,D-Tier
,,,,,,,,,,,,,,,,,Velursi,,,,,,Morlord,C-Tier,,Geckarbor,Trash
,,,,,,,,,,,,,,,,,Venicro,,,,,,Moruda,C-Tier,,Gelatini,Trash
,,,,,,,,,,,,,,,,,Viscora,,,,,,Parfinesse,C-Tier,,Gelatroppo,Trash
,,,,,,,,,,,,,,,,,Voldi,,,,,,Patinaraja,C-Tier,,Gelatwino,B-Tier
,,,,,,,,,,,,,,,,,Vulpix,,,,,,Pescryodon,C-Tier,,Genesect,Ban
,,,,,,,,,,,,,,,,,Wablu,,,,,,Piondragi,C-Tier,,Gengar,A-Tier
,,,,,,,,,,,,,,,,,Wadribie,,,,,,Pokusan,C-Tier,,Geradaks,C-Tier
,,,,,,,,,,,,,,,,,Wagong,,,,,,Psiana,C-Tier,,Geronimatz,Trash
,,,,,,,,,,,,,,,,,Wailmer,,,,,,Psiaugon-männlich,C-Tier,,Gewaldro,D-Tier
,,,,,,,,,,,,,,,,,Wattzapf,,,,,,Pumpdjinn,C-Tier,,Giflor,C-Tier
,,,,,,,,,,,,,,,,,Waumboll,,,,,,Raichu,C-Tier,,Giratina,Ban
,,,,,,,,,,,,,,,,,Wingull,,,,,,Regirock,C-Tier,,Giratina-Ursprung,Ban
,,,,,,,,,,,,,,,,,Wolly,,,,,,Rexblisar,C-Tier,,Gladiantri,Trash
,,,,,,,,,,,,,,,,,Wommel,,,,,,Rizeros,C-Tier,,Glaziola,C-Tier
,,,,,,,,,,,,,,,,,Wonneira,,,,,,Rotom,C-Tier,,Glibunkel,Trash
,,,,,,,,,,,,,,,,,Wuffels,,,,,,Sabbaione,C-Tier,,Glumanda,Trash
,,,,,,,,,,,,,,,,,Yorkleff,,,,,,Sanaconda,C-Tier,,Glurak,C-Tier
,,,,,,,,,,,,,,,,,Zigzachs,,,,,,Schillok,C-Tier,,Glutexo,Trash
,,,,,,,,,,,,,,,,,Zorua,,,,,,Schlingking,C-Tier,,Golbat,D-Tier
,,,,,,,,,,,,,,,,,Zubat,,,,,,Sen-Long,C-Tier,,Golbit,Trash
,,,,,,,,,,,,,,,,,Zurrokex,,,,,,Shardrago,C-Tier,,Goldini,Trash
,,,,,,,,,,,,,,,,,Zwirrlicht,,,,,,Sichlor,C-Tier,,Golgantes,C-Tier
,,,,,,,,,,,,,,,,,,,,,,,Silvarro,C-Tier,,Golking,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Sniebel,C-Tier,,Gorgasonn,C-Tier
,,,,,,,,,,,,,,,,,,,,,,,Stahlos,C-Tier,,Gortrom,S-Tier
,,,,,,,,,,,,,,,,,,,,,,,Tangela,C-Tier,,Gramokles,Trash
,,,,,,,,,,,,,,,,,,,,,,,Tauros,C-Tier,,Grandiras,A-Tier
,,,,,,,,,,,,,,,,,,,,,,,Thanathora,C-Tier,,Grebbit,A-Tier
,,,,,,,,,,,,,,,,,,,,,,,Togedemaru,C-Tier,,Grolldra,Trash
,,,,,,,,,,,,,,,,,,,,,,,Togetic,C-Tier,,Groudon,Ban
,,,,,,,,,,,,,,,,,,,,,,,Tohaido,C-Tier,,Grypheldis,B-Tier
,,,,,,,,,,,,,,,,,,,,,,,Toxiquak,C-Tier,,Guardevoir,B-Tier
,,,,,,,,,,,,,,,,,,,,,,,Vesprit,C-Tier,,Gufa,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Viridium,C-Tier,,Haspiror,Trash
,,,,,,,,,,,,,,,,,,,,,,,Voltula,C-Tier,,Heatran,S-Tier
,,,,,,,,,,,,,,,,,,,,,,,Wolwerock-Nacht,C-Tier,,Heiteira,B-Tier
,,,,,,,,,,,,,,,,,,,,,,,Wolwerock-Tagform,C-Tier,,Hippopotas,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Zobiris,C-Tier,,Hippoterus,A-Tier
,,,,,,,,,,,,,,,,,,,,,,,Zwirrfinst,C-Tier,,Ho-Oh,Ban
,,,,,,,,,,,,,,,,,,,,,,,Absol,D-Tier,,Hokumil,Trash
,,,,,,,,,,,,,,,,,,,,,,,Alola-Digdri,D-Tier,,Honweisel,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Alola-Vulpix,D-Tier,,Hoothoot,Trash
,,,,,,,,,,,,,,,,,,,,,,,Alpollo,D-Tier,,Hopplo,Trash
,,,,,,,,,,,,,,,,,,,,,,,Altaria,D-Tier,,Humanolith,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Amagarga,D-Tier,,Hutsassa,S-Tier
,,,,,,,,,,,,,,,,,,,,,,,Arboretoss,D-Tier,,Hydragil,C-Tier
,,,,,,,,,,,,,,,,,,,,,,,Arktilas,D-Tier,,Hydropi,Trash
,,,,,,,,,,,,,,,,,,,,,,,Arktos,D-Tier,,Hypnomorba,Trash
,,,,,,,,,,,,,,,,,,,,,,,Armaldo,D-Tier,,Ignivor,Trash
,,,,,,,,,,,,,,,,,,,,,,,Bähmon,D-Tier,,Iksbat,B-Tier
,,,,,,,,,,,,,,,,,,,,,,,Barschuft,D-Tier,,Imantis,Trash
,,,,,,,,,,,,,,,,,,,,,,,Bellektro,D-Tier,,Infernopod,C-Tier
,,,,,,,,,,,,,,,,,,,,,,,Bisofank,D-Tier,,Intelleon,B-Tier
,,,,,,,,,,,,,,,,,,,,,,,Blitza,D-Tier,,Irokex,B-Tier
,,,,,,,,,,,,,,,,,,,,,,,Blubella,D-Tier,,Irrbis,Trash
,,,,,,,,,,,,,,,,,,,,,,,Botogel,D-Tier,,Irrbis L,Trash
,,,,,,,,,,,,,,,,,,,,,,,Britzigel,D-Tier,,Irrbis M,Trash
,,,,,,,,,,,,,,,,,,,,,,,Calamanero,D-Tier,,Irrbis S,Trash
,,,,,,,,,,,,,,,,,,,,,,,Castellith,D-Tier,,Irrbis XL,Trash
,,,,,,,,,,,,,,,,,,,,,,,Colossand,D-Tier,,Iscalar,Trash
,,,,,,,,,,,,,,,,,,,,,,,Corasonn,D-Tier,,Isso,Trash
,,,,,,,,,,,,,,,,,,,,,,,Coronospa,D-Tier,,Jirachi,Ban
,,,,,,,,,,,,,,,,,,,,,,,Cottomi,D-Tier,,Jiutesto,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Dedenne,D-Tier,,Jungglut,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Deponitox,D-Tier,,Kabuto,Trash
,,,,,,,,,,,,,,,,,,,,,,,Digdri,D-Tier,,Kabutops,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Drapfel,D-Tier,,Kadabra,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Draschel,D-Tier,,Kaguron,S-Tier
,,,,,,,,,,,,,,,,,,,,,,,Duflor,D-Tier,,Kamalm,C-Tier
,,,,,,,,,,,,,,,,,,,,,,,Dummisel,D-Tier,,Kamehaps,Trash
,,,,,,,,,,,,,,,,,,,,,,,Duodino,D-Tier,,Kangama,C-Tier
,,,,,,,,,,,,,,,,,,,,,,,Elektek,D-Tier,,Kanivanha,Trash
,,,,,,,,,,,,,,,,,,,,,,,Emolga,D-Tier,,Kaocto,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Entoron,D-Tier,,Kapoera,B-Tier
,,,,,,,,,,,,,,,,,,,,,,,Fasasnob,D-Tier,,Kappalores,C-Tier
,,,,,,,,,,,,,,,,,,,,,,,Firnontor,D-Tier,,Kapu-Fala,A-Tier
,,,,,,,,,,,,,,,,,,,,,,,Flamara,D-Tier,,Kapu-Kime,S-Tier
,,,,,,,,,,,,,,,,,,,,,,,Fletiamo,D-Tier,,Kapu-Riki,S-Tier
,,,,,,,,,,,,,,,,,,,,,,,Flunkifer,D-Tier,,Kapu-Toro,A-Tier
,,,,,,,,,,,,,,,,,,,,,,,Flunschlik,D-Tier,,Kapuno,Trash
,,,,,,,,,,,,,,,,,,,,,,,Folipurba,D-Tier,,Karadonis,C-Tier
,,,,,,,,,,,,,,,,,,,,,,,Frigometri,D-Tier,,Karippas,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Furnifraß,D-Tier,,Karpador,Trash
,,,,,,,,,,,,,,,,,,,,,,,Galar-Corasonn,D-Tier,,Kastadur,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Galar-Flunschlik,D-Tier,,Katagami,Ban
,,,,,,,,,,,,,,,,,,,,,,,Galar-Gallopa,D-Tier,,Katapuldra,S-Tier
,,,,,,,,,,,,,,,,,,,,,,,Galar-Geradaks,D-Tier,,Kaumalat,Trash
,,,,,,,,,,,,,,,,,,,,,,,Galar-Pantimos,D-Tier,,Keifel,C-Tier
,,,,,,,,,,,,,,,,,,,,,,,Gallopa,D-Tier,,Keldeo,A-Tier
,,,,,,,,,,,,,,,,,,,,,,,Gaunux,D-Tier,,Keradar,Trash
,,,,,,,,,,,,,,,,,,,,,,,Gewaldro,D-Tier,,Kickerlo,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Golbat,D-Tier,,Kicklee,C-Tier
,,,,,,,,,,,,,,,,,,,,,,,Golking,D-Tier,,Kiesling,Trash
,,,,,,,,,,,,,,,,,,,,,,,Gufa,D-Tier,,Kikugi,Trash
,,,,,,,,,,,,,,,,,,,,,,,Hippopotas,D-Tier,,Kindwurm,Trash
,,,,,,,,,,,,,,,,,,,,,,,Honweisel,D-Tier,,Kingler,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Humanolith,D-Tier,,Kinoso,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Jiutesto,D-Tier,,Kirlia,Trash
,,,,,,,,,,,,,,,,,,,,,,,Jungglut,D-Tier,,Kleoparda,C-Tier
,,,,,,,,,,,,,,,,,,,,,,,Kabutops,D-Tier,,Kleptifux,Trash
,,,,,,,,,,,,,,,,,,,,,,,Kadabra,D-Tier,,Klikdiklak,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Kaocto,D-Tier,,Klikk,Trash
,,,,,,,,,,,,,,,,,,,,,,,Karippas,D-Tier,,Kliklak,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Kastadur,D-Tier,,Klonkett,Trash
,,,,,,,,,,,,,,,,,,,,,,,Kickerlo,D-Tier,,Klopptopus,Trash
,,,,,,,,,,,,,,,,,,,,,,,Kingler,D-Tier,,Knacklion,Trash
,,,,,,,,,,,,,,,,,,,,,,,Kinoso,D-Tier,,Knakrack,S-Tier
,,,,,,,,,,,,,,,,,,,,,,,Klikdiklak,D-Tier,,Knapfel,Trash
,,,,,,,,,,,,,,,,,,,,,,,Kliklak,D-Tier,,Knarksel,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Knarksel,D-Tier,,Knogga,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Knogga,D-Tier,,Knospi,Trash
,,,,,,,,,,,,,,,,,,,,,,,Knuddeluff,D-Tier,,Knuddeluff,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Kokowei,D-Tier,,Kobalium,A-Tier
,,,,,,,,,,,,,,,,,,,,,,,Kryppuk,D-Tier,,Kokowei,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Kubuin,D-Tier,,Kommandutan,C-Tier
,,,,,,,,,,,,,,,,,,,,,,,Lamellux,D-Tier,,Kopplosio,A-Tier
,,,,,,,,,,,,,,,,,,,,,,,Lapras,D-Tier,,Kosturso,B-Tier
,,,,,,,,,,,,,,,,,,,,,,,Legios,D-Tier,,Krabby,Trash
,,,,,,,,,,,,,,,,,,,,,,,Lepumentas,D-Tier,,Krakeelo,Trash
,,,,,,,,,,,,,,,,,,,,,,,Lunastein,D-Tier,,Kranoviz,Trash
,,,,,,,,,,,,,,,,,,,,,,,Lusardin,D-Tier,,Krarmor,A-Tier
,,,,,,,,,,,,,,,,,,,,,,,Luxtra,D-Tier,,Krawumms,C-Tier
,,,,,,,,,,,,,,,,,,,,,,,Magmar,D-Tier,,Krebscorps,Trash
